shock_type,intensity,structure,tau,K,seed,initial_fitness,final_fitness,improvement
poisson,0.333,V,0.8,5,3,0.40925097765133167,0.7952725333252969,0.38602155567396523
poisson,0.333,V,0.8,5,4,0.49241481315455327,0.7114904698122824,0.2190756566577291
poisson,0.333,V,0.8,5,5,0.4356229093438701,0.7410775491120898,0.3054546397682197
poisson,0.333,V,0.8,5,6,0.4834596766198758,0.7296061560232732,0.24614647940339734
poisson,0.333,V,0.8,5,7,0.49454332616982255,0.7533933752022611,0.2588500490324386
poisson,0.333,V,0.8,5,8,0.4601356908022244,0.7163346887280965,0.2561989979258721
poisson,0.333,V,0.8,5,9,0.4820720637499629,0.6419861917263456,0.15991412797638271
poisson,0.333,V,0.8,5,10,0.4891677091562475,0.6419205875425702,0.15275287838632268
poisson,0.333,V,0.8,10,1,0.45158853090540974,0.5998071605647751,0.1482186296593654
poisson,0.333,V,0.8,10,2,0.49074682218974724,0.6492659725359661,0.15851915034621883
poisson,0.333,V,0.8,10,3,0.4130374867516675,0.6383867988382035,0.22534931208653597
poisson,0.333,V,0.8,10,4,0.35788836724546486,0.698385517106825,0.3404971498613601
poisson,0.333,V,0.8,10,5,0.4218450066198932,0.730754539616895,0.30890953299700175
poisson,0.333,V,0.8,10,6,0.4773690142396058,0.6683178084741864,0.1909487942345806
poisson,0.333,V,0.8,10,7,0.5057630900933164,0.6826006427341055,0.17683755264078904
poisson,0.333,V,0.8,10,8,0.4288870597979727,0.705188864891828,0.27630180509385527
poisson,0.333,V,0.8,10,9,0.42669602745707713,0.6189308312040106,0.19223480374693347
poisson,0.333,V,0.8,10,10,0.5602485594944564,0.6449533172794308,0.08470475778497444
poisson,0.333,H,0.2,2,1,0.5437157239731929,0.6085122617937277,0.06479653782053485
poisson,0.333,H,0.2,2,2,0.4363045843857333,0.5310012045992946,0.09469662021356129
poisson,0.333,H,0.2,2,3,0.5738520503322188,0.49599932824130144,-0.07785272209091731
poisson,0.333,H,0.2,2,4,0.3877925528359029,0.6160377508020322,0.22824519796612924
poisson,0.333,H,0.2,2,5,0.5920768870155421,0.5184707467067833,-0.07360614030875878
poisson,0.333,H,0.2,2,6,0.4316208184150177,0.619013078334693,0.18739225991967529
poisson,0.333,H,0.2,2,7,0.38488532062831615,0.5884081440678335,0.20352282343951733
poisson,0.333,H,0.2,2,8,0.5267287098848709,0.633640470902933,0.1069117610180621
poisson,0.333,H,0.2,2,9,0.5346850393215605,0.45947528274793653,-0.075209756573624
poisson,0.333,H,0.2,2,10,0.4946268994142339,0.5000933914575849,0.0054664920433510344
poisson,0.333,H,0.2,5,1,0.3584535534746734,0.5649743231312845,0.2065207696566111
poisson,0.333,H,0.2,5,2,0.562253996174595,0.443092330451633,-0.11916166572296205
poisson,0.333,H,0.2,5,3,0.4682632278225219,0.6038320545139337,0.13556882669141185
poisson,0.333,H,0.2,5,4,0.5779787032051641,0.5884968367976467,0.010518133592482659
poisson,0.333,H,0.2,5,5,0.381475172607208,0.4963662620713588,0.11489108946415083
poisson,0.333,H,0.2,5,6,0.39680781903302853,0.49380469673861027,0.09699687770558174
poisson,0.333,H,0.2,5,7,0.41939433089096523,0.5973039041558537,0.17790957326488843
poisson,0.333,H,0.2,5,8,0.4969425395728782,0.7224694792483786,0.22552693967550036
poisson,0.333,H,0.2,5,9,0.5798662152181706,0.5756960393419908,-0.004170175876179849
poisson,0.333,H,0.2,5,10,0.5988489347285941,0.5511607410054857,-0.047688193723108396
poisson,0.333,H,0.2,10,1,0.40175492318587697,0.4611721554627357,0.059417232276858745
poisson,0.333,H,0.2,10,2,0.4221163078669957,0.4762829104499786,0.05416660258298289
poisson,0.333,H,0.2,10,3,0.646496489886964,0.5417595753928826,-0.1047369144940814
poisson,0.333,H,0.2,10,4,0.4297007325841681,0.5272825253961047,0.09758179281193657
poisson,0.333,H,0.2,10,5,0.47249066493990416,0.5761895754599055,0.1036989105200013
poisson,0.333,H,0.2,10,6,0.5149738512803307,0.5069284403771956,-0.008045410903135042
poisson,0.333,H,0.2,10,7,0.43959863637141733,0.4533561218055976,0.013757485434180261
poisson,0.333,H,0.2,10,8,0.4460699966431829,0.4671153652315488,0.021045368588365865
poisson,0.333,H,0.2,10,9,0.6307418257282785,0.530202571777935,-0.10053925395034358
poisson,0.333,H,0.2,10,10,0.5533650270153831,0.513469302336338,-0.03989572467904512
poisson,0.333,H,0.5,2,1,0.5324970525087315,0.6741423245333839,0.14164527202465238
poisson,0.333,H,0.5,2,2,0.46389307381384326,0.6673244456081739,0.20343137179433068
poisson,0.333,H,0.5,2,3,0.513956348660762,0.5971872726600344,0.08323092399927234
poisson,0.333,H,0.5,2,4,0.5233797872371578,0.7424498661109282,0.2190700788737704
poisson,0.333,H,0.5,2,5,0.3913816582297456,0.639040020875798,0.24765836264605245
poisson,0.333,H,0.5,2,6,0.44251139682712565,0.6994488752547388,0.2569374784276131
poisson,0.333,H,0.5,2,7,0.4840038840887096,0.6676854943740875,0.18368161028537794
poisson,0.333,H,0.5,2,8,0.5511471338793867,0.5531028855929506,0.0019557517135638802
poisson,0.333,H,0.5,2,9,0.43643716011644845,0.6581344351330736,0.22169727501662512
poisson,0.333,H,0.5,2,10,0.5456267830649159,0.7611811241904501,0.2155543411255343
