structure,tau,K,seed,shock_every,initial_fitness,final_fitness,bank
Hy,0.5,2,6,5,0.4543054231306279,0.5954796165724796,A
Hy,0.5,2,7,5,0.5150691423304125,0.6992789819970665,A
Hy,0.5,2,8,5,0.48128979649292974,0.7406375212522575,A
Hy,0.5,2,9,5,0.519785744838688,0.7150989713508121,A
Hy,0.5,2,10,5,0.47144729071988917,0.6603172578909507,A
Hy,0.5,5,1,5,0.5327185078749435,0.6693572056660854,A
Hy,0.5,5,2,5,0.552927453881591,0.662975772388081,A
Hy,0.5,5,3,5,0.41849414289818443,0.6466188119373764,A
Hy,0.5,5,4,5,0.4380189318989746,0.6463706479051596,A
Hy,0.5,5,5,5,0.4261941319303059,0.6638747829351699,A
Hy,0.5,5,6,5,0.6023129908629496,0.748870481553974,A
Hy,0.5,5,7,5,0.4364527376348894,0.5972917565509696,A
Hy,0.5,5,8,5,0.41678706282574784,0.7546917156771233,A
Hy,0.5,5,9,5,0.5593537345773627,0.6841325144719935,A
Hy,0.5,5,10,5,0.49707870205282545,0.5891241131386497,A
Hy,0.5,10,1,5,0.5140972392197766,0.4545148792601756,A
Hy,0.5,10,2,5,0.5685415982887819,0.7014763095195207,A
Hy,0.5,10,3,5,0.43621799903076713,0.5743123805190498,A
Hy,0.5,10,4,5,0.49184538900352404,0.7668136208775934,A
Hy,0.5,10,5,5,0.3981891814661807,0.69376600360104,A
Hy,0.5,10,6,5,0.6068592045574451,0.7783153714812308,A
Hy,0.5,10,7,5,0.5005846866615629,0.5716236590275346,A
Hy,0.5,10,8,5,0.37210359130359527,0.6824705557216123,A
Hy,0.5,10,9,5,0.4145785510261154,0.6644953772849879,A
Hy,0.5,10,10,5,0.5189086090418874,0.6351707417239283,A
Hy,0.8,2,1,5,0.5388069594961978,0.7302328678731379,A
Hy,0.8,2,2,5,0.5780581789592614,0.7083051267152312,A
Hy,0.8,2,3,5,0.5446545037639935,0.6600452378233356,A
Hy,0.8,2,4,5,0.6141715398444606,0.7733602128308931,A
Hy,0.8,2,5,5,0.5120202720283378,0.6960309029434704,A
Hy,0.8,2,6,5,0.6924176768742156,0.6417231075645333,A
Hy,0.8,2,7,5,0.5014444024741246,0.6530406912236206,A
Hy,0.8,2,8,5,0.4583079515683799,0.8102938825019187,A
Hy,0.8,2,9,5,0.4754157430533115,0.7475594659333161,A
Hy,0.8,2,10,5,0.4527618723101366,0.6823473334095304,A
Hy,0.8,5,1,5,0.5343959134468299,0.7999502046086031,A
Hy,0.8,5,2,5,0.5173348312684831,0.5925476585490723,A
Hy,0.8,5,3,5,0.5402125155605714,0.6568667021222221,A
Hy,0.8,5,4,5,0.5601711435129959,0.7043883134914652,A
Hy,0.8,5,5,5,0.36675247725484156,0.6827478759885033,A
Hy,0.8,5,6,5,0.5032869232778487,0.686934652050121,A
Hy,0.8,5,7,5,0.4528133601378169,0.7566129074977093,A
Hy,0.8,5,8,5,0.4273086173961887,0.678027558984526,A
Hy,0.8,5,9,5,0.46856630600044924,0.6841174806459412,A
Hy,0.8,5,10,5,0.6046793789967213,0.6882947912185908,A
Hy,0.8,10,1,5,0.5504040400839761,0.7062202647081336,A
Hy,0.8,10,2,5,0.5520486477638878,0.7120070706612921,A
Hy,0.8,10,3,5,0.5317271074295047,0.6889998203750292,A
Hy,0.8,10,4,5,0.5891308594564012,0.7094607587123049,A
Hy,0.8,10,5,5,0.4701081720843226,0.7763952845748106,A
Hy,0.8,10,6,5,0.567419419701984,0.6379815825967338,A
Hy,0.8,10,7,5,0.6496760854200139,0.6931475093390632,A
Hy,0.8,10,8,5,0.5008720020664327,0.5353065497784926,A
Hy,0.8,10,9,5,0.4138513787042137,0.7306608293765308,A
Hy,0.8,10,10,5,0.4820276230389061,0.5901490045136834,A
V,0.2,2,1,3,0.5063567375877391,0.7143889954456368,A
V,0.2,2,2,3,0.5180669838240078,0.7131362116835043,A
V,0.2,2,3,3,0.5449869385610866,0.6070317086543032,A
V,0.2,2,4,3,0.42836829871330884,0.6188734099824231,A
V,0.2,2,5,3,0.5840175969791145,0.6880586982144653,A
V,0.2,2,6,3,0.4992324742805289,0.67023055493216,A
V,0.2,2,7,3,0.3717154705747619,0.7610590794586031,A
V,0.2,2,8,3,0.5659281753875497,0.6920175933471848,A
V,0.2,2,9,3,0.48117185098157755,0.6933533048944148,A
V,0.2,2,10,3,0.5519303125043256,0.6764501280336741,A
V,0.2,5,1,3,0.4689512474957621,0.6091911534536855,A
V,0.2,5,2,3,0.5755978142931216,0.6852594138245391,A
V,0.2,5,3,3,0.3664743823450177,0.701045766447495,A
V,0.2,5,4,3,0.5093001826763985,0.7381787221925047,A
V,0.2,5,5,3,0.6556562721962661,0.6836359606250408,A
V,0.2,5,6,3,0.42445597647920547,0.6765798725822427,A
V,0.2,5,7,3,0.4210225648561027,0.6458746595076306,A
V,0.2,5,8,3,0.5123889347257757,0.6922760841587875,A
V,0.2,5,9,3,0.4795996785819627,0.7755542969981793,A
V,0.2,5,10,3,0.36242214125508754,0.7627042475639794,A
V,0.2,10,1,3,0.38720078876917996,0.6407728944591349,A
V,0.2,10,2,3,0.5536463045442225,0.6541989784697858,A
V,0.2,10,3,3,0.6318816929724654,0.6578810731074696,A
V,0.2,10,4,3,0.41227740894563436,0.7209450189772653,A
V,0.2,10,5,3,0.5745746689770361,0.6732318450051473,A
V,0.2,10,6,3,0.5806833102851741,0.7084832975899873,A
V,0.2,10,7,3,0.4702180932026793,0.6817733821511924,A
V,0.2,10,8,3,0.4456740062124687,0.6267664035977865,A
V,0.2,10,9,3,0.537767112336878,0.6719070582635864,A
V,0.2,10,10,3,0.5564171272958359,0.7720432396245571,A
V,0.5,2,1,3,0.49795411158389147,0.6737376830695558,A
V,0.5,2,2,3,0.5433776557447997,0.6750481702587902,A
V,0.5,2,3,3,0.5569414405058516,0.7677111401277668,A
V,0.5,2,4,3,0.47816601829926453,0.7063284191681493,A
V,0.5,2,5,3,0.5445767235790722,0.7154095558655346,A
V,0.5,2,6,3,0.5606888509181399,0.7008942584894118,A
V,0.5,2,7,3,0.43269456355495955,0.6951276376827241,A
V,0.5,2,8,3,0.48501013342565874,0.6364617259735929,A
V,0.5,2,9,3,0.554730887331313,0.7867103671235622,A
V,0.5,2,10,3,0.45132043089864343,0.691658971087643,A
V,0.5,5,1,3,0.5868100466347106,0.7203975064064081,A
V,0.5,5,2,3,0.5743016983891495,0.7199745860648178,A
V,0.5,5,3,3,0.48191486985609,0.7081088812069672,A
V,0.5,5,4,3,0.6027645038758843,0.6598823160054844,A
V,0.5,5,5,3,0.4797994420640305,0.7157665678185336,A
V,0.5,5,6,3,0.5075281049004416,0.7129502834666975,A
V,0.5,5,7,3,0.4358417518018712,0.7226612137778603,A
V,0.5,5,8,3,0.35355715328993803,0.6760053275758832,A
V,0.5,5,9,3,0.4550114327067659,0.6426921582147178,A
V,0.5,5,10,3,0.41558454002146866,0.6715101131116639,A
V,0.5,10,1,3,0.45581616253946045,0.7106835058724917,A
V,0.5,10,2,3,0.5862324715998516,0.715571899957613,A
V,0.5,10,3,3,0.516584664239191,0.6967009897011966,A
V,0.5,10,4,3,0.47243257153547435,0.660759126501713,A
V,0.5,10,5,3,0.5373037372478219,0.6751701444841329,A
V,0.5,10,6,3,0.5435430499350117,0.5664349753735222,A
V,0.5,10,7,3,0.5439544217497712,0.794990251517448,A
V,0.5,10,8,3,0.44525189078297983,0.6525610073080718,A
V,0.5,10,9,3,0.34769786263181757,0.7742069114209574,A
V,0.5,10,10,3,0.436168336071046,0.6544133945710177,A
V,0.8,2,1,3,0.5298378390890746,0.6715116846981742,A
V,0.8,2,2,3,0.4497393323979715,0.7635816413227459,A
V,0.8,2,3,3,0.4747743252445042,0.6430519108174539,A
V,0.8,2,4,3,0.36750358899463,0.7343633949942561,A
V,0.8,2,5,3,0.5371883855402169,0.7723762977802406,A
V,0.8,2,6,3,0.5127312047327028,0.8145104759246852,A
V,0.8,2,7,3,0.4490908234916488,0.7263598608133075,A
V,0.8,2,8,3,0.5092139155825856,0.6880702135653187,A
V,0.8,2,9,3,0.5350332994428076,0.6812484521795253,A
V,0.8,2,10,3,0.37999952061855874,0.7588785649600946,A
V,0.8,5,1,3,0.5329465994579758,0.7143141183202449,A
V,0.8,5,2,3,0.4896296333645498,0.7052035190387594,A
V,0.8,5,3,3,0.5050159195259983,0.7026919260957086,A
V,0.8,5,4,3,0.4110358097749375,0.7354989088340912,A
V,0.8,5,5,3,0.464300753488963,0.7272473313013755,A
V,0.8,5,6,3,0.5102564404558222,0.7128967959502635,A
V,0.8,5,7,3,0.5096772538199155,0.7201090700366141,A
V,0.8,5,8,3,0.489995224709163,0.7140498713927801,A
V,0.8,5,9,3,0.45517402189922046,0.6856588728506047,A
V,0.8,5,10,3,0.39901096306594624,0.7524880333212712,A
V,0.8,10,1,3,0.531068603731777,0.6792197019261433,A
V,0.8,10,2,3,0.491987778308441,0.6865420139939364,A
V,0.8,10,3,3,0.5629299481493795,0.7211986779970545,A
V,0.8,10,4,3,0.6136911277384303,0.7157479235214285,A
V,0.8,10,5,3,0.49441476439319837,0.7103219702588864,A
V,0.8,10,6,3,0.49237348584238216,0.6767882237660419,A
V,0.8,10,7,3,0.5724646967170252,0.7011813248383884,A
V,0.8,10,8,3,0.537643633519544,0.6659369668167954,A
V,0.8,10,9,3,0.6209734326758546,0.7119303596894095,A
V,0.8,10,10,3,0.43715032879330223,0.5831251811711936,A
H,0.2,2,1,3,0.43286004730246896,0.510893316766814,A
H,0.2,2,2,3,0.40521133403202836,0.6298695047942785,A
H,0.2,2,3,3,0.5133934277940629,0.484012951100113,A
H,0.2,2,4,3,0.6185712305435902,0.46447841807837176,A
H,0.2,2,5,3,0.5560968650963644,0.4855572903658544,A
H,0.2,2,6,3,0.6296455292680786,0.5748309306634409,A
H,0.2,2,7,3,0.37914142548791163,0.4401411659910536,A
H,0.2,2,8,3,0.4913989960456092,0.5251028074127337,A
H,0.2,2,9,3,0.49126667254118933,0.5285493249660357,A
H,0.2,2,10,3,0.5805758860869552,0.4941570387011906,A
H,0.2,5,1,3,0.5121126524115532,0.5950808118205804,A
H,0.2,5,2,3,0.4777175265697623,0.4891062033385162,A
H,0.2,5,3,3,0.5155026600351368,0.5370395324257974,A
H,0.2,5,4,3,0.5063435992348071,0.5973982863969652,A
H,0.2,5,5,3,0.5092338592169563,0.5705720846826213,A
H,0.2,5,6,3,0.6177992415351553,0.5237120308739587,A
H,0.2,5,7,3,0.4734066714355857,0.5349952219499365,A
H,0.2,5,8,3,0.5446890638571958,0.6090884827225118,A
H,0.2,5,9,3,0.5523112150870099,0.4818128295051167,A
H,0.2,5,10,3,0.5140128226746034,0.6163221744133196,A
H,0.2,10,1,3,0.5271256230164414,0.5556860443349566,A
H,0.2,10,2,3,0.5127258867768282,0.44156434611088646,A
H,0.2,10,3,3,0.38877490266594594,0.6263828043126595,A
H,0.2,10,4,3,0.46577588518143537,0.5357419160984347,A
H,0.2,10,5,3,0.5133260780292265,0.5509069406042277,A
H,0.2,10,6,3,0.5337959213558593,0.5237739642856617,A
H,0.2,10,7,3,0.6697228591885593,0.48516605009772956,A
H,0.2,10,8,3,0.5609272257868315,0.5433408922981485,A
H,0.2,10,9,3,0.43895281808915515,0.6436024985828034,A
H,0.2,10,10,3,0.47146888445502455,0.5191398665803855,A
H,0.5,2,1,3,0.48749112246400284,0.6098533761095699,A
H,0.5,2,2,3,0.5085335391369171,0.6784626739037982,A
H,0.5,2,3,3,0.4403993604051386,0.610495707782755,A
H,0.5,2,4,3,0.34222341229706377,0.7130179674831768,A
H,0.5,2,5,3,0.6846466382361889,0.6334874126368244,A
H,0.5,2,6,3,0.5839896620484656,0.7624271564366542,A
H,0.5,2,7,3,0.5243316178334949,0.5795012261155261,A
H,0.5,2,8,3,0.43959260220561197,0.5535710796034385,A
H,0.5,2,9,3,0.48550152572025274,0.6038969428835963,A
H,0.5,2,10,3,0.6041832921716908,0.49604319482650716,A
H,0.5,5,1,3,0.5230836634373693,0.6411123130986365,A
H,0.5,5,2,3,0.6141904655485512,0.5431328501097809,A
H,0.5,5,3,3,0.610789647046286,0.665368052497535,A
H,0.5,5,4,3,0.676064332207828,0.7518501312374595,A
H,0.5,5,5,3,0.5615376423192283,0.6273204896373442,A
H,0.5,5,6,3,0.5582755721962143,0.6139952316385578,A
H,0.5,5,7,3,0.5455692372325157,0.520603498605201,A
H,0.5,5,8,3,0.6155864912422296,0.5493819214759958,A
H,0.5,5,9,3,0.5125404905483798,0.7568053246424506,A
H,0.5,5,10,3,0.5059065143396093,0.5662150057832486,A
H,0.5,10,1,3,0.5551158093587868,0.6139447769137107,A
H,0.5,10,2,3,0.7106547481075359,0.5284036765097898,A
H,0.5,10,3,3,0.6562366160427912,0.6152084915371928,A
H,0.5,10,4,3,0.6676466959989139,0.6833122374427669,A
H,0.5,10,5,3,0.4885976386326241,0.6564198960130351,A
H,0.5,10,6,3,0.5131061962107609,0.7477529941431971,A
H,0.5,10,7,3,0.37369254696272214,0.5266342231453478,A
H,0.5,10,8,3,0.4234726610016724,0.6234873308465857,A
H,0.5,10,9,3,0.4200063948587404,0.513736191037873,A
H,0.5,10,10,3,0.4434139088892499,0.6540920439529754,A
H,0.8,2,1,3,0.5013343642259969,0.6871722179574524,A
H,0.8,2,2,3,0.48894271809739404,0.5880498114520784,A
H,0.8,2,3,3,0.5712690327744746,0.6984036946696482,A
H,0.8,2,4,3,0.46190049165992836,0.6056418147119601,A
H,0.8,2,5,3,0.5605589758135903,0.7108506249783967,A
H,0.8,2,6,3,0.5743693492441544,0.6589652228417322,A
H,0.8,2,7,3,0.5330109031998684,0.5764664897918407,A
H,0.8,2,8,3,0.43455522969161886,0.6314391032480283,A
H,0.8,2,9,3,0.5524067561210718,0.7403513944310953,A
H,0.8,2,10,3,0.41191409590640277,0.722706268642719,A
H,0.8,5,1,3,0.5943081396350489,0.7054649435038011,A
H,0.8,5,2,3,0.5517737413273347,0.708012483598401,A
H,0.8,5,3,3,0.449788148072997,0.7080536661877113,A
H,0.8,5,4,3,0.5470729651232558,0.7224871342066118,A
H,0.8,5,5,3,0.5539723856892836,0.6116813383129137,A
H,0.8,5,6,3,0.45046596090651064,0.6144997992418468,A
H,0.8,5,7,3,0.4854293956820957,0.663233570448413,A
H,0.8,5,8,3,0.5245298971089373,0.6897496605404734,A
H,0.8,5,9,3,0.5320073784581812,0.7356535933613045,A
H,0.8,5,10,3,0.6034110608912325,0.720572295575359,A
H,0.8,10,1,3,0.4716187506535556,0.6177053631849542,A
H,0.8,10,2,3,0.5004823325077781,0.717154406071122,A
H,0.8,10,3,3,0.567938771034945,0.5539358382939956,A
H,0.8,10,4,3,0.41114690612831273,0.6433017901993544,A
H,0.8,10,5,3,0.5605551763855913,0.669510641914881,A
H,0.8,10,6,3,0.4175868839068267,0.6517622662684006,A
H,0.8,10,7,3,0.509326112632275,0.7039933822279585,A
H,0.8,10,8,3,0.3047564065488346,0.6037774369058194,A
H,0.8,10,9,3,0.48060548174093703,0.6796188241414877,A
H,0.8,10,10,3,0.6416693553429026,0.6399690046998584,A
Hy,0.2,2,1,3,0.5890146249973817,0.6926652855236177,A
Hy,0.2,2,2,3,0.5453061128092596,0.5628334621309902,A
Hy,0.2,2,3,3,0.4712126126821301,0.6582228463360843,A
Hy,0.2,2,4,3,0.4953239151200336,0.6310285717023978,A
Hy,0.2,2,5,3,0.3960206904699835,0.629063805888274,A
Hy,0.2,2,6,3,0.46846542578846856,0.7462633982879362,A
Hy,0.2,2,7,3,0.43483859228145094,0.7098101404434563,A
Hy,0.2,2,8,3,0.5316176398434318,0.6023758232371031,A
Hy,0.2,2,9,3,0.6262121228626191,0.5384245284492015,A
Hy,0.2,2,10,3,0.5376014017445825,0.6527578291497352,A
Hy,0.2,5,1,3,0.5258497439472274,0.49291021758271986,A
Hy,0.2,5,2,3,0.5065236293973762,0.5940589991821741,A
Hy,0.2,5,3,3,0.5390856657286698,0.7217548233007394,A
Hy,0.2,5,4,3,0.580526686266778,0.5416626611189763,A
Hy,0.2,5,5,3,0.6320849272562167,0.5487359898693316,A
Hy,0.2,5,6,3,0.42705888029075756,0.5263980239404371,A
Hy,0.2,5,7,3,0.5123161514584809,0.6773243154765147,A
Hy,0.2,5,8,3,0.39534460248884773,0.7157396680233363,A
Hy,0.2,5,9,3,0.5160956117631248,0.6517578590162078,A
Hy,0.2,5,10,3,0.36421352230094456,0.5954040486744397,A
Hy,0.2,10,1,3,0.6959011784979187,0.48887633516621337,A
Hy,0.2,10,2,3,0.42541661883990156,0.46728533120691446,A
Hy,0.2,10,3,3,0.4633334188761682,0.580984993983624,A
Hy,0.2,10,4,3,0.4436438590917311,0.6367031381616561,A
Hy,0.2,10,5,3,0.5982239347508557,0.533338212283629,A
Hy,0.2,10,6,3,0.45998919992548787,0.606412276052743,A
Hy,0.2,10,7,3,0.5232010859586195,0.6240488606893532,A
Hy,0.2,10,8,3,0.442755978258495,0.5852791795742172,A
Hy,0.2,10,9,3,0.4816449020778817,0.6113750339472762,A
Hy,0.2,10,10,3,0.43006938503540315,0.550312157135848,A
Hy,0.5,2,1,3,0.592757041193227,0.589861624972023,A
Hy,0.5,2,2,3,0.429268984015096,0.5641156104694429,A
Hy,0.5,2,3,3,0.44685372415477626,0.6837449143888676,A
Hy,0.5,2,4,3,0.5746432153677539,0.7156607662410298,A
Hy,0.5,2,5,3,0.3986490159555478,0.6335942679754932,A
Hy,0.5,2,6,3,0.417437790881384,0.685862082353014,A
Hy,0.5,2,7,3,0.554249902153445,0.7953743625653312,A
Hy,0.5,2,8,3,0.5000748241630152,0.6641792184585854,A
Hy,0.5,2,9,3,0.47350584510680677,0.7567419575954211,A
Hy,0.5,2,10,3,0.4969753780841147,0.6723816713709623,A
Hy,0.5,5,1,3,0.6239691401912102,0.7377272166962873,A
Hy,0.5,5,2,3,0.5180438243341379,0.6592420963099351,A
Hy,0.5,5,3,3,0.4348485910456085,0.7562957835132469,A
Hy,0.5,5,4,3,0.3760995547168315,0.6329438105323113,A
Hy,0.5,5,5,3,0.48311307247588575,0.639174095401893,A
Hy,0.5,5,6,3,0.4994781741069842,0.735465282812975,A
Hy,0.5,5,7,3,0.5358250992312381,0.6573695800819951,A
Hy,0.5,5,8,3,0.5109601870649058,0.6599227203763385,A
Hy,0.5,5,9,3,0.5868893340006484,0.7971400752778878,A
Hy,0.5,5,10,3,0.48166514628127666,0.8129454383621918,A
Hy,0.5,10,1,3,0.5024717877056756,0.7881928273065044,A
Hy,0.5,10,2,3,0.48540155096664095,0.6194465077732467,A
Hy,0.5,10,3,3,0.5493336229746526,0.554832723096196,A
Hy,0.5,10,4,3,0.5062092298797775,0.5695814515786515,A
Hy,0.5,10,5,3,0.4771608754919052,0.7388918849185216,A
Hy,0.5,10,6,3,0.4460809795835585,0.7523178148290254,A
Hy,0.5,10,7,3,0.5589417840788301,0.6558785812198825,A
Hy,0.5,10,8,3,0.6982933481903415,0.672011012030115,A
Hy,0.5,10,9,3,0.5009892143524369,0.6623477522783675,A
Hy,0.5,10,10,3,0.6388794768038597,0.7115856268606694,A
Hy,0.8,2,1,3,0.5499125730103664,0.7051546353465625,A
Hy,0.8,2,2,3,0.5011487198334554,0.708253188329237,A
Hy,0.8,2,3,3,0.5515992095846068,0.7157566252028575,A
Hy,0.8,2,4,3,0.6064894288604584,0.6252175180780222,A
Hy,0.8,2,5,3,0.4444036907356742,0.6762363257860381,A
Hy,0.8,2,6,3,0.4633542645732643,0.7116258916837866,A
Hy,0.8,2,7,3,0.3693587830374717,0.7659437864487071,A
Hy,0.8,2,8,3,0.33689329206754837,0.6613969268474605,A
Hy,0.8,2,9,3,0.4309976995653898,0.671835424988171,A
Hy,0.8,2,10,3,0.4794869483453558,0.7638725603627573,A
Hy,0.8,5,1,3,0.5209110636517544,0.7423715922678067,A
Hy,0.8,5,2,3,0.438372781734873,0.7294169269249535,A
Hy,0.8,5,3,3,0.302998821242025,0.7433271853762933,A
Hy,0.8,5,4,3,0.5134923836686305,0.6939190412815143,A
Hy,0.8,5,5,3,0.448700309218904,0.7234308105749868,A
Hy,0.8,5,6,3,0.47763194030639317,0.6106911787253132,A
Hy,0.8,5,7,3,0.38858412854213886,0.6133076588651334,A
Hy,0.8,5,8,3,0.5004575604273054,0.7304016340179426,A
Hy,0.8,5,9,3,0.48802505929360585,0.7247176129060237,A
Hy,0.8,5,10,3,0.5898855009577184,0.7629566678321695,A
Hy,0.8,10,1,3,0.6102401758378524,0.7062226155188003,A
Hy,0.8,10,2,3,0.4903628641481225,0.6492008728138794,A
Hy,0.8,10,3,3,0.4905368879615539,0.6455201333975477,A
Hy,0.8,10,4,3,0.41747482745612097,0.7137854677790527,A
Hy,0.8,10,5,3,0.5162562498631394,0.6745021976259131,A
Hy,0.8,10,6,3,0.5062960403882422,0.6426525847666401,A
Hy,0.8,10,7,3,0.6480293811662646,0.5448147042700956,A
Hy,0.8,10,8,3,0.3507115478044332,0.599938732365458,A
Hy,0.8,10,9,3,0.37948261917959875,0.5903680534002137,A
Hy,0.8,10,10,3,0.5022299466060243,0.6693291044405857,A
V,0.2,2,101,100,0.5752326825788647,0.6813419903388422,B
V,0.2,2,102,100,0.3979178449514927,0.6377586612861137,B
V,0.2,2,103,100,0.42306733859513995,0.6917215463032019,B
V,0.2,2,104,100,0.6517187780631026,0.7115969348109262,B
V,0.2,2,105,100,0.47542129849534537,0.682540554100803,B
V,0.2,2,106,100,0.6076127728765279,0.7545035288739235,B
V,0.2,2,107,100,0.44641404789480715,0.673043750403213,B
V,0.2,2,108,100,0.4674799247011933,0.7081944249828915,B
V,0.2,2,109,100,0.6548820250845996,0.7571517366272644,B
V,0.2,2,110,100,0.5032575322721786,0.7197118639121043,B
V,0.2,5,101,100,0.593625203402859,0.7964660715635064,B
V,0.2,5,102,100,0.4782006406250422,0.7057893305478672,B
V,0.2,5,103,100,0.44846512325006166,0.7362031397280941,B
V,0.2,5,104,100,0.5482552016530751,0.7401240125283741,B
V,0.2,5,105,100,0.5645969789978973,0.6471316977122751,B
V,0.2,5,106,100,0.5674652370167536,0.6989577323492816,B
V,0.2,5,107,100,0.4452650074807169,0.639201308818953,B
V,0.2,5,108,100,0.5286633313603749,0.654594836963072,B
V,0.2,5,109,100,0.5824630288165555,0.7512365198525457,B
V,0.2,5,110,100,0.4961177880238368,0.6801035581194009,B
V,0.2,10,101,100,0.4981178516917396,0.7499424626993499,B
V,0.2,10,102,100,0.5286424661869247,0.7065264731917497,B
V,0.2,10,103,100,0.5580060161792115,0.6677805142902817,B
V,0.2,10,104,100,0.48462067502459166,0.5866406403815002,B
V,0.2,10,105,100,0.5960434857399348,0.6379214043335714,B
V,0.2,10,106,100,0.5897974197101838,0.650673437834762,B
V,0.2,10,107,100,0.5754285561487864,0.7006125063398377,B
V,0.2,10,108,100,0.5275772217813528,0.6898089795519002,B
V,0.2,10,109,100,0.5445932056036379,0.6409357822009253,B
V,0.2,10,110,100,0.6242323222724211,0.698343838668464,B
V,0.5,2,101,100,0.5210025377259618,0.7118925675837594,B
V,0.5,2,102,100,0.5929149469533506,0.6483786961992697,B
V,0.5,2,103,100,0.44505037005386433,0.6589624233955115,B
V,0.5,2,104,100,0.42160825471453833,0.7115969348109262,B
V,0.5,2,105,100,0.4635211846179536,0.7583048860734672,B
V,0.5,2,106,100,0.48752132436932255,0.6870839967906116,B
V,0.5,2,107,100,0.37993537895724877,0.6712185339033283,B
V,0.5,2,108,100,0.5156979266696287,0.7264689242862995,B
V,0.5,2,109,100,0.48045537850699477,0.747096460087399,B
V,0.5,2,110,100,0.49871659979756505,0.7182578923588046,B
V,0.5,5,101,100,0.4773687705397841,0.5591423547251874,B
V,0.5,5,102,100,0.6333701033785053,0.6765823540939917,B
V,0.5,5,103,100,0.49481042244268736,0.7122962807262213,B
V,0.5,5,104,100,0.5273613516090983,0.6344455376668162,B
V,0.5,5,105,100,0.3713614337079426,0.6884222685501498,B
V,0.5,5,106,100,0.4240364701007195,0.7281573722077679,B
V,0.5,5,107,100,0.7088498902815609,0.7553309161990847,B
V,0.5,5,108,100,0.4707159614684689,0.6670042998083012,B
V,0.5,5,109,100,0.46823259572680664,0.7249753655798705,B
V,0.5,5,110,100,0.4778430403822221,0.7464327647576913,B
V,0.5,10,101,100,0.41390145313063864,0.6519709184428125,B
V,0.5,10,102,100,0.6235002349134455,0.6796448872032698,B
V,0.5,10,103,100,0.5049801881471,0.6649660929476638,B
V,0.5,10,104,100,0.6083701018727832,0.6083701018727832,B
V,0.5,10,105,100,0.4130735451217244,0.6307462880145658,B
V,0.5,10,106,100,0.43385171029408875,0.6685832857695574,B
V,0.5,10,107,100,0.5752134258288296,0.7091918256714319,B
V,0.5,10,108,100,0.43743861701898534,0.7027647144299751,B
V,0.5,10,109,100,0.5501378104352094,0.6701478695684326,B
V,0.5,10,110,100,0.49659742077201774,0.7352696694112805,B
V,0.8,2,101,100,0.4771476670950425,0.7152532624309249,B
V,0.8,2,102,100,0.3981717531003876,0.6653570938478631,B
V,0.8,2,103,100,0.4749959724603305,0.7016080581400164,B
V,0.8,2,104,100,0.4478287714692,0.6837440695952363,B
V,0.8,2,105,100,0.4913496973821522,0.7583048860734672,B
V,0.8,2,106,100,0.579789415432564,0.7189273173927835,B
V,0.8,2,107,100,0.47907959212461626,0.6507513196733227,B
V,0.8,2,108,100,0.4239314340667211,0.678199385645205,B
V,0.8,2,109,100,0.5833902961936218,0.7912786720124777,B
V,0.8,2,110,100,0.595592600941711,0.7182578923588046,B
V,0.8,5,101,100,0.41041818488807713,0.6842880605117976,B
V,0.8,5,102,100,0.43619437980070885,0.7602876109072653,B
V,0.8,5,103,100,0.5338229095926884,0.7197369935600082,B
V,0.8,5,104,100,0.444813668270214,0.7587746762582416,B
V,0.8,5,105,100,0.5227583934334878,0.6028084692181115,B
V,0.8,5,106,100,0.4294695624025516,0.749368591418127,B
V,0.8,5,107,100,0.36171618941109546,0.6797789353846215,B
V,0.8,5,108,100,0.4194402355924286,0.6948068119982248,B
V,0.8,5,109,100,0.4114640778259838,0.7002710377156455,B
V,0.8,5,110,100,0.5418602332223105,0.6178337812774164,B
V,0.8,10,101,100,0.47371560399740437,0.6769671900181703,B
V,0.8,10,102,100,0.43521166407125395,0.7007583239743891,B
V,0.8,10,103,100,0.48066624510735684,0.6928503450682872,B
V,0.8,10,104,100,0.5003378065537051,0.6813286929544929,B
V,0.8,10,105,100,0.3830869740991933,0.714960684418489,B
V,0.8,10,106,100,0.5705166084847394,0.7225826589665097,B
V,0.8,10,107,100,0.45022000759167063,0.7066971799065725,B
V,0.8,10,108,100,0.45787781944506417,0.7213812259036705,B
V,0.8,10,109,100,0.4230999882944726,0.716284292216835,B
V,0.8,10,110,100,0.44558752334875973,0.7167009252159645,B
H,0.2,2,101,100,0.4604627492342531,0.6985592342504261,B
H,0.2,2,102,100,0.5478759732614201,0.641883580608574,B
H,0.2,2,103,100,0.5674916499745682,0.6917215463032019,B
H,0.2,2,104,100,0.46136137716940306,0.5890880391765003,B
H,0.2,2,105,100,0.4757114043435565,0.7316382194068006,B
H,0.2,2,106,100,0.6383074595688478,0.7421647391002509,B
H,0.2,2,107,100,0.42451173346264964,0.6890297689204278,B
H,0.2,2,108,100,0.6164952410154731,0.7264689242862995,B
H,0.2,2,109,100,0.4576948117603566,0.7709973199101444,B
H,0.2,2,110,100,0.5674023334619758,0.7013487010693511,B
H,0.2,5,101,100,0.45077015944501925,0.8172203712560061,B
H,0.2,5,102,100,0.4883231929139267,0.7602876109072653,B
H,0.2,5,103,100,0.5862826977493591,0.7154194294734094,B
H,0.2,5,104,100,0.4550655253651009,0.7713834929973449,B
H,0.2,5,105,100,0.3843054686164855,0.7377399306020026,B
