structure,tau,K,seed,shock_every,initial_fitness,final_fitness,bank
H,0.8,2,10,40,0.4983437733798591,0.6916808808750892,A
H,0.8,5,1,40,0.4276649237665845,0.6184093771081532,A
H,0.8,5,2,40,0.5088189783181745,0.7378167829080958,A
H,0.8,5,3,40,0.42726417612983375,0.7233389804452173,A
H,0.8,5,4,40,0.39864486990929343,0.6484640633393934,A
H,0.8,5,5,40,0.5737958085161542,0.7099579720922907,A
H,0.8,5,6,40,0.4934290351309006,0.6811535786436315,A
H,0.8,5,7,40,0.688425768883627,0.7058688014192521,A
H,0.8,5,8,40,0.42251564697059857,0.7244813550349605,A
H,0.8,5,9,40,0.47573054073296134,0.7210332160670195,A
H,0.8,5,10,40,0.4043758487122365,0.7442718908335085,A
H,0.8,10,1,40,0.48505858344196606,0.6111752979035645,A
H,0.8,10,2,40,0.4873023883413484,0.6941615996665431,A
H,0.8,10,3,40,0.49164605243717097,0.7394597989189438,A
H,0.8,10,4,40,0.5261373164334852,0.6782951667696739,A
H,0.8,10,5,40,0.5027820741253591,0.6154626379059811,A
H,0.8,10,6,40,0.6037639681958207,0.7224585543993121,A
H,0.8,10,7,40,0.5091706680328404,0.6175694301776294,A
H,0.8,10,8,40,0.5479898164794665,0.6184733162002178,A
H,0.8,10,9,40,0.44589121860982617,0.6020305079600851,A
H,0.8,10,10,40,0.5901218365418608,0.6100378361445419,A
Hy,0.2,2,1,40,0.5263272034197463,0.567204255268535,A
Hy,0.2,2,2,40,0.4121458359330601,0.5965443459380202,A
Hy,0.2,2,3,40,0.5607699151042586,0.6686422591075307,A
Hy,0.2,2,4,40,0.4570700245877376,0.47663900045142776,A
Hy,0.2,2,5,40,0.46500544740093985,0.5229848330359144,A
Hy,0.2,2,6,40,0.5558357005851928,0.6245092705250851,A
Hy,0.2,2,7,40,0.3389251970969752,0.5909886433960839,A
Hy,0.2,2,8,40,0.4143683443291563,0.5237570443353705,A
Hy,0.2,2,9,40,0.5160086198489543,0.47662922642333766,A
Hy,0.2,2,10,40,0.4772865407459264,0.5586028737766032,A
Hy,0.2,5,1,40,0.6456200355289801,0.7429837506933044,A
Hy,0.2,5,2,40,0.5469325445899581,0.7471448456486816,A
Hy,0.2,5,3,40,0.43200354085809173,0.6753782995035852,A
Hy,0.2,5,4,40,0.4431325159240888,0.46124753705906335,A
Hy,0.2,5,5,40,0.5486788086986839,0.5815924528069527,A
Hy,0.2,5,6,40,0.5700843076696209,0.6152186849544481,A
Hy,0.2,5,7,40,0.3797613307546756,0.7797364816259276,A
Hy,0.2,5,8,40,0.37260986660022694,0.5851664178171863,A
Hy,0.2,5,9,40,0.5606486972108974,0.6319609267895857,A
Hy,0.2,5,10,40,0.5745437715782716,0.7190535900983549,A
Hy,0.2,10,1,40,0.4509277831333961,0.554886158807947,A
Hy,0.2,10,2,40,0.6258212912212802,0.6588722164188717,A
Hy,0.2,10,3,40,0.578682260184473,0.5454703643561196,A
Hy,0.2,10,4,40,0.6583263058409458,0.6765554286522654,A
Hy,0.2,10,5,40,0.5788034088339739,0.5800037257820385,A
Hy,0.2,10,6,40,0.5446360964296131,0.5971369989685772,A
Hy,0.2,10,7,40,0.5008731293622976,0.5411608635184084,A
Hy,0.2,10,8,40,0.3833704191021562,0.6013495160746518,A
Hy,0.2,10,9,40,0.5487262229071621,0.6975953441223977,A
Hy,0.2,10,10,40,0.47050717288795096,0.5600468307556644,A
Hy,0.5,2,1,40,0.4664467918903725,0.5415030024642962,A
Hy,0.5,2,2,40,0.4870016446899602,0.6519870290801183,A
Hy,0.5,2,3,40,0.4536624379202418,0.6500739501103434,A
Hy,0.5,2,4,40,0.524234778328739,0.7114484365697801,A
Hy,0.5,2,5,40,0.42980159306391585,0.5811903568903148,A
Hy,0.5,2,6,40,0.4779492875715972,0.6190200212543965,A
Hy,0.5,2,7,40,0.4772715054213827,0.7030274468490668,A
Hy,0.5,2,8,40,0.3908022566842693,0.7754252392748533,A
Hy,0.5,2,9,40,0.3962476267962916,0.6432266041353357,A
Hy,0.5,2,10,40,0.5442298483520625,0.618945761390099,A
Hy,0.5,5,1,40,0.47332742030369246,0.7312730272384413,A
Hy,0.5,5,2,40,0.493550630588096,0.6704083951874082,A
Hy,0.5,5,3,40,0.27546679117479894,0.7272196824747025,A
Hy,0.5,5,4,40,0.5260136603743828,0.6225070492016629,A
Hy,0.5,5,5,40,0.5951447803023883,0.7048645519119765,A
Hy,0.5,5,6,40,0.4552381680823939,0.6393883286996142,A
Hy,0.5,5,7,40,0.49090609817393277,0.7472161168954833,A
Hy,0.5,5,8,40,0.4661354134064139,0.6632168072257058,A
Hy,0.5,5,9,40,0.5335197916411648,0.6690285982834004,A
Hy,0.5,5,10,40,0.5510189565089573,0.7962690776148734,A
Hy,0.5,10,1,40,0.6070705331419742,0.6521647847905668,A
Hy,0.5,10,2,40,0.5299220477141195,0.6684274235141581,A
Hy,0.5,10,3,40,0.5550822141954295,0.6504471971709342,A
Hy,0.5,10,4,40,0.46926460330767056,0.6860558340431897,A
Hy,0.5,10,5,40,0.3897319623099083,0.7312324585184322,A
Hy,0.5,10,6,40,0.4768981295850141,0.7027068877676164,A
Hy,0.5,10,7,40,0.5248832920184725,0.7101710745502461,A
Hy,0.5,10,8,40,0.5434398177467101,0.6325793413378766,A
Hy,0.5,10,9,40,0.603938357753344,0.6655578441997846,A
Hy,0.5,10,10,40,0.4582449276154233,0.6628940975335582,A
Hy,0.8,2,1,40,0.5472373987825943,0.7359868047552903,A
Hy,0.8,2,2,40,0.5047512932279521,0.5897664463326397,A
Hy,0.8,2,3,40,0.6060671966212535,0.6325832272929924,A
Hy,0.8,2,4,40,0.3842079236738423,0.68433181280086,A
Hy,0.8,2,5,40,0.49550268385445523,0.607896093165899,A
Hy,0.8,2,6,40,0.6276031055784661,0.7083135999568798,A
Hy,0.8,2,7,40,0.4925375674571155,0.6415071878730914,A
Hy,0.8,2,8,40,0.42686485187651374,0.6356813509284832,A
Hy,0.8,2,9,40,0.43775497723884377,0.7557363538253423,A
Hy,0.8,2,10,40,0.43836578926825215,0.7156200828473838,A
Hy,0.8,5,1,40,0.5104923706757685,0.7387509275083011,A
Hy,0.8,5,2,40,0.5007490728071082,0.6932301335567586,A
Hy,0.8,5,3,40,0.5263030110246041,0.725447582559655,A
Hy,0.8,5,4,40,0.5438547507093049,0.7336917023057635,A
Hy,0.8,5,5,40,0.46431542205385934,0.7095215292672058,A
Hy,0.8,5,6,40,0.4667319913724875,0.6404375185569893,A
Hy,0.8,5,7,40,0.5861836002379321,0.6628124079122254,A
Hy,0.8,5,8,40,0.558191560816005,0.6381661809658007,A
Hy,0.8,5,9,40,0.516320664339123,0.737658274558185,A
Hy,0.8,5,10,40,0.4615187341942896,0.7179074767500776,A
Hy,0.8,10,1,40,0.3501280344513173,0.6855893168879141,A
Hy,0.8,10,2,40,0.5241595250226426,0.677329142059876,A
Hy,0.8,10,3,40,0.44538987899115934,0.697220419712486,A
Hy,0.8,10,4,40,0.3622554783979664,0.5843738075152519,A
Hy,0.8,10,5,40,0.573713039373125,0.6673698159701887,A
Hy,0.8,10,6,40,0.5398460172992453,0.6926321830978075,A
Hy,0.8,10,7,40,0.5557122784654925,0.6625543918237747,A
Hy,0.8,10,8,40,0.6319177711785797,0.6853333614711722,A
Hy,0.8,10,9,40,0.6573159377563429,0.630346340776924,A
Hy,0.8,10,10,40,0.4498116846351667,0.6691596189665596,A
V,0.2,2,1,20,0.3514311684670764,0.6529257675973085,A
V,0.2,2,2,20,0.5576901394012121,0.6217039106114665,A
V,0.2,2,3,20,0.5817048590409012,0.6606551857199702,A
V,0.2,2,4,20,0.5016025810802301,0.6427907983522838,A
V,0.2,2,5,20,0.4220226598741277,0.7407983521637485,A
V,0.2,2,6,20,0.4899049676292614,0.797174515576241,A
V,0.2,2,7,20,0.5145551377397194,0.6554061451672303,A
V,0.2,2,8,20,0.42669215690225015,0.6298444670614674,A
V,0.2,2,9,20,0.5529665154519919,0.739950162650169,A
V,0.2,2,10,20,0.49109329779271466,0.7440461054537227,A
V,0.2,5,1,20,0.5510441385366185,0.6776590663924772,A
V,0.2,5,2,20,0.5201969738326595,0.6839215285724936,A
V,0.2,5,3,20,0.6099466695299237,0.6010879636972289,A
V,0.2,5,4,20,0.55400901939883,0.7026238269857968,A
V,0.2,5,5,20,0.5577751916543627,0.6466546356596717,A
V,0.2,5,6,20,0.6383381491788508,0.7118417727466232,A
V,0.2,5,7,20,0.4634486029641615,0.6907411369353529,A
V,0.2,5,8,20,0.5383638055916954,0.5723923494651935,A
V,0.2,5,9,20,0.5281998570802369,0.6194840070928563,A
V,0.2,5,10,20,0.3530606691159079,0.6684714371762129,A
V,0.2,10,1,20,0.5425206953566717,0.6899137696048631,A
V,0.2,10,2,20,0.45064806085738734,0.664491305084163,A
V,0.2,10,3,20,0.44167618125030467,0.5743554067260014,A
V,0.2,10,4,20,0.4987349284857501,0.7145732922380701,A
V,0.2,10,5,20,0.5517201710429414,0.6190999856701936,A
V,0.2,10,6,20,0.5226261995990437,0.6998091476246526,A
V,0.2,10,7,20,0.4831615566999796,0.678432454021585,A
V,0.2,10,8,20,0.49093159872651904,0.5924356961499269,A
V,0.2,10,9,20,0.5221711174926229,0.5431468249255942,A
V,0.2,10,10,20,0.5297494890364941,0.6740210689598037,A
V,0.5,2,1,20,0.4571685268949859,0.7014965969959978,A
V,0.5,2,2,20,0.5578822493244423,0.6870160856366703,A
V,0.5,2,3,20,0.525289007962059,0.6618795126466037,A
V,0.5,2,4,20,0.46551173469612905,0.69022468893713,A
V,0.5,2,5,20,0.5634026423331391,0.7535870947220145,A
V,0.5,2,6,20,0.6714722140688736,0.6921258965055826,A
V,0.5,2,7,20,0.43249762208464965,0.7045683141812851,A
V,0.5,2,8,20,0.5760076453970581,0.6600765714092538,A
V,0.5,2,9,20,0.40728701108751986,0.7496444033547043,A
V,0.5,2,10,20,0.5237233942177036,0.7172188699150278,A
V,0.5,5,1,20,0.5013151222605245,0.6702190773453747,A
V,0.5,5,2,20,0.3722413127123387,0.7424398140708489,A
V,0.5,5,3,20,0.48078872010938944,0.7366873978116535,A
V,0.5,5,4,20,0.5792147601194974,0.6639368578576609,A
V,0.5,5,5,20,0.47233461930061865,0.7424149504710086,A
V,0.5,5,6,20,0.5430858522685994,0.763284872571998,A
V,0.5,5,7,20,0.46163318959613125,0.6052446031605836,A
V,0.5,5,8,20,0.4332394930508662,0.7249610434421475,A
V,0.5,5,9,20,0.5665186391743345,0.6487778804479049,A
V,0.5,5,10,20,0.3907916484748251,0.7649997704503843,A
V,0.5,10,1,20,0.4200942886141605,0.6547622211322628,A
V,0.5,10,2,20,0.4951287842637248,0.708221694895501,A
V,0.5,10,3,20,0.4581940807758878,0.7759158460267791,A
V,0.5,10,4,20,0.45915965161423294,0.5981267931765923,A
V,0.5,10,5,20,0.5057502535343099,0.6131765337306572,A
V,0.5,10,6,20,0.5018536985861772,0.6404462974212346,A
V,0.5,10,7,20,0.5163911837425588,0.6842592693367762,A
V,0.5,10,8,20,0.4793238017932353,0.5823276305006367,A
V,0.5,10,9,20,0.35189092161064,0.6293620256810264,A
V,0.5,10,10,20,0.40234056595391215,0.6108144792807823,A
V,0.8,2,1,20,0.38874935773313946,0.6787931415902616,A
V,0.8,2,2,20,0.5428530351612346,0.6716094057734211,A
V,0.8,2,3,20,0.4068552157970549,0.6073549876455634,A
V,0.8,2,4,20,0.3574848884196822,0.7009865300016938,A
V,0.8,2,5,20,0.5460804773395254,0.6725987955310079,A
V,0.8,2,6,20,0.47598510708253267,0.6917900605149929,A
V,0.8,2,7,20,0.6191574120338378,0.6846970509384017,A
V,0.8,2,8,20,0.3721132586366684,0.6947407802105842,A
V,0.8,2,9,20,0.462433625740374,0.6788314175357862,A
V,0.8,2,10,20,0.4937646794237239,0.7014998743449115,A
V,0.8,5,1,20,0.42915065202547786,0.6915040210018462,A
V,0.8,5,2,20,0.4505536941440486,0.6462688852131603,A
V,0.8,5,3,20,0.5671830417584183,0.7698237028647293,A
V,0.8,5,4,20,0.4131797118487484,0.6607558756282187,A
V,0.8,5,5,20,0.42962478858693953,0.666482805107774,A
V,0.8,5,6,20,0.34370840128823976,0.6409946539035648,A
V,0.8,5,7,20,0.5281287893594694,0.6876356321644186,A
V,0.8,5,8,20,0.5766773464148071,0.6743701007989423,A
V,0.8,5,9,20,0.4954164753969164,0.7271780071159436,A
V,0.8,5,10,20,0.5383632518376369,0.7347991264250301,A
V,0.8,10,1,20,0.62461838126259,0.6893303943482667,A
V,0.8,10,2,20,0.5284110486629038,0.6191040194521263,A
V,0.8,10,3,20,0.49350988330997386,0.612713653543136,A
V,0.8,10,4,20,0.3781841377902542,0.6592014744177649,A
V,0.8,10,5,20,0.5163386604822108,0.6361167581289315,A
V,0.8,10,6,20,0.49496931063906136,0.7423548930150172,A
V,0.8,10,7,20,0.5442367970102091,0.7106761238013537,A
V,0.8,10,8,20,0.4143167629475411,0.6195451316395751,A
V,0.8,10,9,20,0.4342562597617056,0.6353918256526813,A
V,0.8,10,10,20,0.597739774632554,0.681486418871426,A
H,0.2,2,1,20,0.5334228363077409,0.6118677901275055,A
H,0.2,2,2,20,0.5619131751852028,0.5760243429597002,A
H,0.2,2,3,20,0.5843916713956521,0.6134395081493986,A
H,0.2,2,4,20,0.6431645481641811,0.4898019512612284,A
H,0.2,2,5,20,0.6324741262030841,0.5984694788666058,A
H,0.2,2,6,20,0.6322524936370182,0.6241357813443043,A
H,0.2,2,7,20,0.5075357592479259,0.5274350216679191,A
H,0.2,2,8,20,0.5038062756027585,0.44727038824222587,A
H,0.2,2,9,20,0.5074157581540059,0.6575103899688755,A
H,0.2,2,10,20,0.5135068105317041,0.6513173063135421,A
H,0.2,5,1,20,0.5293251581514977,0.5572833100024895,A
H,0.2,5,2,20,0.5350415029798943,0.5694303692142807,A
H,0.2,5,3,20,0.4507274427275653,0.6622192987139999,A
H,0.2,5,4,20,0.5045596540947874,0.7018293654722215,A
H,0.2,5,5,20,0.3438629290509069,0.6345758642295811,A
H,0.2,5,6,20,0.46209376124520013,0.6942285861763552,A
H,0.2,5,7,20,0.42910108505794936,0.7253524255290671,A
H,0.2,5,8,20,0.4846039891718272,0.5296584932898089,A
H,0.2,5,9,20,0.5386287145145209,0.651053540297064,A
H,0.2,5,10,20,0.49980970133608377,0.563628991548141,A
H,0.2,10,1,20,0.538676694875449,0.5063477291795606,A
H,0.2,10,2,20,0.3422665233865304,0.40657945348423885,A
H,0.2,10,3,20,0.5975680175634406,0.5942052473314584,A
H,0.2,10,4,20,0.4535037145906918,0.5054541227967868,A
H,0.2,10,5,20,0.45311198817738024,0.6465039771938734,A
H,0.2,10,6,20,0.6775181974514447,0.6598015974228996,A
H,0.2,10,7,20,0.5724909924354423,0.6821181659268573,A
H,0.2,10,8,20,0.4853874497348177,0.4641928714999478,A
H,0.2,10,9,20,0.5091226641253667,0.5207284497190096,A
H,0.2,10,10,20,0.4872078346481846,0.6393677030635511,A
H,0.5,2,1,20,0.501278058268008,0.7335257961612037,A
H,0.5,2,2,20,0.5743777246139116,0.5850668427578751,A
H,0.5,2,3,20,0.5540216528067351,0.6564675696846725,A
H,0.5,2,4,20,0.6172532004932226,0.6541471425900061,A
H,0.5,2,5,20,0.5024763500152261,0.5493209622549514,A
H,0.5,2,6,20,0.5855378932162881,0.6972070397552289,A
H,0.5,2,7,20,0.4707601838056595,0.6666393562814168,A
H,0.5,2,8,20,0.36185951538699046,0.5406392757726697,A
H,0.5,2,9,20,0.5148854352111106,0.6441856214196608,A
H,0.5,2,10,20,0.6074933133400262,0.6375373270023356,A
H,0.5,5,1,20,0.5608273597672231,0.593087897849975,A
H,0.5,5,2,20,0.5554402975484778,0.7105839397537371,A
H,0.5,5,3,20,0.6002500482120913,0.6890831685999124,A
H,0.5,5,4,20,0.5414771525647614,0.6191219572153768,A
H,0.5,5,5,20,0.42056258273860564,0.6677683167862679,A
H,0.5,5,6,20,0.4822896403015228,0.5305527118291714,A
H,0.5,5,7,20,0.48471583972161114,0.7202530109796403,A
H,0.5,5,8,20,0.4717536560611312,0.6623020380606205,A
H,0.5,5,9,20,0.49704611050574826,0.6621294800227246,A
H,0.5,5,10,20,0.5358179287732182,0.6046053810668925,A
H,0.5,10,1,20,0.5055336883506495,0.6289185749249594,A
H,0.5,10,2,20,0.4907852603637777,0.5712537881003792,A
H,0.5,10,3,20,0.5604395609673677,0.6225235782258971,A
H,0.5,10,4,20,0.4916829019233046,0.7148608463213376,A
H,0.5,10,5,20,0.6318378117169154,0.6716970369490326,A
H,0.5,10,6,20,0.5522904544630555,0.5026092881237586,A
H,0.5,10,7,20,0.4725908218194784,0.6544995606107593,A
H,0.5,10,8,20,0.570302573121854,0.5818889410568869,A
H,0.5,10,9,20,0.5249592582726421,0.7028613976649695,A
H,0.5,10,10,20,0.5923213742480196,0.6341118944282742,A
H,0.8,2,1,20,0.5262447653422586,0.6584754232562506,A
H,0.8,2,2,20,0.44418243009196173,0.7255455344191151,A
H,0.8,2,3,20,0.5967581832257924,0.7203492381026627,A
H,0.8,2,4,20,0.4669149492253538,0.6440773512018226,A
H,0.8,2,5,20,0.4672547161382915,0.6286077611446231,A
H,0.8,2,6,20,0.5091630716550906,0.6425649304282198,A
H,0.8,2,7,20,0.5654395834593345,0.6886578140804849,A
H,0.8,2,8,20,0.5818759061339804,0.7417380131686794,A
H,0.8,2,9,20,0.4914860607273004,0.7372045550747609,A
H,0.8,2,10,20,0.6186263294947716,0.6678414994038516,A
H,0.8,5,1,20,0.5871459389338463,0.6626111704302418,A
H,0.8,5,2,20,0.541052772691703,0.7305458783340186,A
H,0.8,5,3,20,0.5133515868391763,0.6066173813504735,A
H,0.8,5,4,20,0.6103747958131612,0.6620831001905522,A
H,0.8,5,5,20,0.29746318872981437,0.6926478602597707,A
H,0.8,5,6,20,0.48900989755514274,0.6751252940203013,A
H,0.8,5,7,20,0.4212657900843235,0.6496394076122234,A
H,0.8,5,8,20,0.49810344948877894,0.6235147353080387,A
H,0.8,5,9,20,0.4517241098474699,0.7388249460769989,A
H,0.8,5,10,20,0.47293959996043716,0.623031603858424,A
H,0.8,10,1,20,0.4353669563552786,0.6432055606256807,A
H,0.8,10,2,20,0.4902723896779051,0.6882467430295719,A
H,0.8,10,3,20,0.5267112633987624,0.6370502109137418,A
H,0.8,10,4,20,0.651192164794913,0.6792440219228368,A
H,0.8,10,5,20,0.5080999379721606,0.7062415574875676,A
H,0.8,10,6,20,0.5660178414725355,0.6395565335505004,A
H,0.8,10,7,20,0.32942656751048965,0.6710605141857092,A
H,0.8,10,8,20,0.551467594585383,0.6460513318899793,A
H,0.8,10,9,20,0.5727080132003431,0.6178556863017063,A
H,0.8,10,10,20,0.511304722818354,0.7024734678276044,A
Hy,0.2,2,1,20,0.4409350450469905,0.7836762410916907,A
Hy,0.2,2,2,20,0.442263215028138,0.5959001123181323,A
Hy,0.2,2,3,20,0.4573812128691014,0.7377353174588454,A
Hy,0.2,2,4,20,0.6734452871342672,0.6054513724797038,A
Hy,0.2,2,5,20,0.47972027216667834,0.47449763913731496,A
Hy,0.2,2,6,20,0.6447828936487119,0.5820922904812262,A
Hy,0.2,2,7,20,0.5382770527153582,0.7681590339334005,A
Hy,0.2,2,8,20,0.460962306064545,0.5513936129164161,A
Hy,0.2,2,9,20,0.518661247449516,0.7329104201361847,A
Hy,0.2,2,10,20,0.4325052097994495,0.6936549907411824,A
Hy,0.2,5,1,20,0.5742741761003803,0.6894489862603244,A
Hy,0.2,5,2,20,0.4552390484910618,0.6594113418467759,A
Hy,0.2,5,3,20,0.6194893417545678,0.5679154490397254,A
Hy,0.2,5,4,20,0.49530347504628164,0.5261875943878334,A
Hy,0.2,5,5,20,0.43386245309500426,0.6551975510930732,A
Hy,0.2,5,6,20,0.5771089711719437,0.5203431282370852,A
Hy,0.2,5,7,20,0.4701152812342558,0.7589205074675552,A
Hy,0.2,5,8,20,0.6100189473418616,0.6690581225846719,A
Hy,0.2,5,9,20,0.49917668298147,0.5393777520346803,A
Hy,0.2,5,10,20,0.4801859192196309,0.5932497078204007,A
Hy,0.2,10,1,20,0.5264203127827678,0.6785769081099544,A
Hy,0.2,10,2,20,0.49022634648560026,0.5880612592615697,A
Hy,0.2,10,3,20,0.5776433534502462,0.777465610784955,A
Hy,0.2,10,4,20,0.4853792432345534,0.5281312303035981,A
Hy,0.2,10,5,20,0.38745604768372516,0.5714667595876806,A
Hy,0.2,10,6,20,0.47335719416239735,0.6518787989562456,A
Hy,0.2,10,7,20,0.4849064552954519,0.6240020894299039,A
Hy,0.2,10,8,20,0.4621615782537623,0.5824198215224908,A
Hy,0.2,10,9,20,0.49616814293606026,0.7193890386158267,A
Hy,0.2,10,10,20,0.5821002509747235,0.5896368352528112,A
Hy,0.5,2,1,20,0.6256203643631031,0.65657606191093,A
Hy,0.5,2,2,20,0.42069238712721474,0.622251757361267,A
Hy,0.5,2,3,20,0.5306165246777931,0.6501424351251337,A
Hy,0.5,2,4,20,0.4563861604943307,0.7337947170697906,A
Hy,0.5,2,5,20,0.43421750905668355,0.7622834896864761,A
Hy,0.5,2,6,20,0.5372617581919589,0.8238220440914344,A
Hy,0.5,2,7,20,0.4931372887131256,0.7410995211782853,A
Hy,0.5,2,8,20,0.48920158086290405,0.6164502089289188,A
Hy,0.5,2,9,20,0.5036824985861407,0.7155342984802544,A
Hy,0.5,2,10,20,0.6211497550628606,0.7221044991226067,A
Hy,0.5,5,1,20,0.4671758844000345,0.6811830415153559,A
Hy,0.5,5,2,20,0.47158608522473655,0.7491448913359245,A
Hy,0.5,5,3,20,0.27276791922764204,0.6898680955838098,A
Hy,0.5,5,4,20,0.5200905222229185,0.6968499179994204,A
Hy,0.5,5,5,20,0.47756540868258046,0.7464829863797368,A
Hy,0.5,5,6,20,0.5622935456709802,0.6369175932722645,A
Hy,0.5,5,7,20,0.5864164686906026,0.6507851365400801,A
Hy,0.5,5,8,20,0.3980723878910162,0.6273318878111867,A
Hy,0.5,5,9,20,0.3800263168937148,0.7186759542464802,A
Hy,0.5,5,10,20,0.6244805633091862,0.6345985395619206,A
Hy,0.5,10,1,20,0.5310441732374763,0.6624998444222834,A
Hy,0.5,10,2,20,0.4380625337709747,0.7071579159577649,A
Hy,0.5,10,3,20,0.43486211193777063,0.6671398653200415,A
Hy,0.5,10,4,20,0.5735560984531237,0.6575895117413787,A
Hy,0.5,10,5,20,0.5252406231305866,0.6306534950973931,A
Hy,0.5,10,6,20,0.6297823766374037,0.6133250420240974,A
Hy,0.5,10,7,20,0.6055688427918172,0.5252275567677113,A
Hy,0.5,10,8,20,0.48871787018714663,0.5532640006291133,A
Hy,0.5,10,9,20,0.452814715291265,0.5591272798252468,A
Hy,0.5,10,10,20,0.46321963175254255,0.6977464670630062,A
Hy,0.8,2,1,20,0.5988595997345638,0.7556820916873985,A
Hy,0.8,2,2,20,0.5018213772380503,0.6821582566739196,A
Hy,0.8,2,3,20,0.4993801181358954,0.6276163231340288,A
Hy,0.8,2,4,20,0.42866729931626946,0.7347683657539118,A
Hy,0.8,2,5,20,0.6347516680990031,0.6528460762339579,A
Hy,0.8,2,6,20,0.5530124360913765,0.6253852629620689,A
Hy,0.8,2,7,20,0.4065659478181473,0.7099201036275798,A
Hy,0.8,2,8,20,0.4877727798928513,0.7899356101261621,A
Hy,0.8,2,9,20,0.3755266826708249,0.7028037041604496,A
Hy,0.8,2,10,20,0.6356630200054322,0.773456780577264,A
Hy,0.8,5,1,20,0.5306564920036276,0.7314781953645049,A
Hy,0.8,5,2,20,0.4211819629851101,0.6965205462316145,A
Hy,0.8,5,3,20,0.6265316423740301,0.807264737419494,A
Hy,0.8,5,4,20,0.6734845248816145,0.7138471448876282,A
Hy,0.8,5,5,20,0.4381639086891779,0.6837535500417066,A
Hy,0.8,5,6,20,0.4217276009892538,0.6617727195876562,A
Hy,0.8,5,7,20,0.4907000947840387,0.7148531839752649,A
Hy,0.8,5,8,20,0.49936188593003367,0.6428618297874447,A
Hy,0.8,5,9,20,0.5029398985079611,0.6440517541333947,A
Hy,0.8,5,10,20,0.5623887492980182,0.7538258804504918,A
Hy,0.8,10,1,20,0.45597563741525765,0.5903385756218344,A
Hy,0.8,10,2,20,0.584201632312634,0.688211936967431,A
Hy,0.8,10,3,20,0.5073624501236113,0.709183014577929,A
Hy,0.8,10,4,20,0.37904038527084594,0.7075192643227602,A
Hy,0.8,10,5,20,0.4743628370713635,0.7143306223227326,A
Hy,0.8,10,6,20,0.41696120684922683,0.714092838490688,A
Hy,0.8,10,7,20,0.6365033382505811,0.7401549891344129,A
Hy,0.8,10,8,20,0.47139933525614464,0.6627662855182108,A
Hy,0.8,10,9,20,0.5863796433471218,0.7861208311598911,A
Hy,0.8,10,10,20,0.48058247574888163,0.7096443093580311,A
V,0.2,2,1,10,0.49766981136733957,0.7321361450402376,A
V,0.2,2,2,10,0.5750872606995401,0.676696394213502,A
V,0.2,2,3,10,0.5298876125204218,0.7344418084666394,A
V,0.2,2,4,10,0.4675128724623635,0.5980930122385272,A
V,0.2,2,5,10,0.5550352015750729,0.7854958305705328,A
V,0.2,2,6,10,0.5443446473803478,0.7295976399037439,A
V,0.2,2,7,10,0.4087543831534021,0.6908676049005317,A
V,0.2,2,8,10,0.45804775134355713,0.69943349439208,A
V,0.2,2,9,10,0.36839768375194004,0.6004706830826702,A
V,0.2,2,10,10,0.5331058127240136,0.6921080240272343,A
V,0.2,5,1,10,0.49115866153109583,0.6272736493978767,A
V,0.2,5,2,10,0.39079184686327184,0.7561243544323099,A
V,0.2,5,3,10,0.4394483730383144,0.6859867546503368,A
V,0.2,5,4,10,0.5715065473042,0.7401667234409076,A
V,0.2,5,5,10,0.5362764545644024,0.6346118343997632,A
V,0.2,5,6,10,0.47300666823132315,0.701089448524314,A
V,0.2,5,7,10,0.41370357065483615,0.7324864050228592,A
V,0.2,5,8,10,0.5743322389223349,0.6902848738934192,A
V,0.2,5,9,10,0.4725371694903609,0.687434487371505,A
V,0.2,5,10,10,0.48699301175143994,0.6757445033500377,A
V,0.2,10,1,10,0.5097167583205926,0.5799902059144117,A
