structure,tau,K,seed,initial_fitness,final_fitness,peak_fitness,improvement,steps_to_95pct,N,n_agents,T
H,0.5,2,24,0.42967228573168864,0.6625872393534666,0.6625872393534666,0.232914953621778,15,15,30,40
H,0.5,2,25,0.41841195832062716,0.6999594698184904,0.6999594698184904,0.2815475114978633,9,15,30,40
H,0.5,2,26,0.4456416639135082,0.734432926609852,0.734432926609852,0.28879126269634386,16,15,30,40
H,0.5,2,27,0.5441496883789739,0.7737489813629609,0.7737489813629609,0.22959929298398696,19,15,30,40
H,0.5,2,28,0.6754968998922043,0.7832528516645012,0.7832528516645012,0.10775595177229691,8,15,30,40
H,0.5,2,29,0.5495035050443481,0.7095908403894498,0.7095908403894498,0.16008733534510167,6,15,30,40
H,0.5,2,30,0.4854293913157183,0.7474192519286084,0.7474192519286084,0.2619898606128901,13,15,30,40
H,0.5,2,31,0.519314235843267,0.7374272017684509,0.7374272017684509,0.21811296592518392,8,15,30,40
H,0.5,2,32,0.527977088178223,0.6993985411396614,0.6993985411396614,0.1714214529614384,11,15,30,40
H,0.5,2,33,0.4451308088049709,0.7285574909515786,0.7285574909515786,0.2834266821466077,10,15,30,40
H,0.5,2,34,0.4811753785923475,0.7100574680076678,0.7100574680076678,0.2288820894153203,9,15,30,40
H,0.5,2,35,0.45947470761627246,0.7377031565957025,0.7377031565957025,0.27822844897943005,10,15,30,40
H,0.5,2,36,0.42989461305183974,0.7220185476331306,0.7220185476331306,0.2921239345812908,9,15,30,40
H,0.5,2,37,0.47200346896114886,0.7126869462885637,0.7126869462885637,0.2406834773274148,14,15,30,40
H,0.5,2,38,0.48259240328501446,0.6946274381801214,0.6946274381801214,0.21203503489510694,11,15,30,40
H,0.5,2,39,0.5163825210757256,0.7042185810325556,0.7042185810325556,0.18783605995683006,9,15,30,40
H,0.5,2,40,0.5414696755113255,0.6721358490148712,0.6721358490148712,0.1306661735035457,13,15,30,40
H,0.5,5,1,0.5179110045933087,0.7768092704460419,0.7768092704460419,0.2588982658527331,14,15,30,40
H,0.5,5,2,0.5226690748405124,0.713815352751958,0.713815352751958,0.19114627791144556,11,15,30,40
H,0.5,5,3,0.5527558933900957,0.7497747852457491,0.7497747852457491,0.19701889185565347,10,15,30,40
H,0.5,5,4,0.5737439750352527,0.7318525625248746,0.7318525625248746,0.15810858748962198,7,15,30,40
H,0.5,5,5,0.41371619406306553,0.7757717286832498,0.7757717286832498,0.3620555346201843,13,15,30,40
H,0.5,5,6,0.567370455587715,0.7912542567294911,0.7912542567294911,0.22388380114177608,11,15,30,40
H,0.5,5,7,0.5756996802164098,0.7831541980446722,0.7831541980446722,0.2074545178282624,12,15,30,40
H,0.5,5,8,0.5261080080105237,0.7089041271037525,0.7089041271037525,0.1827961190932288,15,15,30,40
H,0.5,5,9,0.5089863265938456,0.7793458585463651,0.7793458585463651,0.2703595319525195,14,15,30,40
H,0.5,5,10,0.47448817323088543,0.6946190455825241,0.6946190455825241,0.22013087235163864,19,15,30,40
H,0.5,5,11,0.5249731379018493,0.6957329087912777,0.6957329087912777,0.1707597708894284,16,15,30,40
H,0.5,5,12,0.69041974870347,0.7668369070332847,0.7668369070332847,0.07641715832981466,11,15,30,40
H,0.5,5,13,0.49936650979872127,0.7428940530737779,0.7428940530737779,0.2435275432750566,21,15,30,40
H,0.5,5,14,0.3920257033312418,0.8057805752150661,0.8057805752150661,0.41375487188382426,14,15,30,40
H,0.5,5,15,0.5582943498776622,0.7418449106712971,0.7418449106712971,0.18355056079363485,5,15,30,40
H,0.5,5,16,0.518688785624992,0.7545160566072053,0.7545160566072053,0.23582727098221334,9,15,30,40
H,0.5,5,17,0.5592624523151195,0.7251618057047057,0.7251618057047057,0.16589935338958617,24,15,30,40
H,0.5,5,18,0.584009927797181,0.7745718038010946,0.7745718038010946,0.1905618760039136,10,15,30,40
H,0.5,5,19,0.4424989608593267,0.7773898506136178,0.7773898506136178,0.33489088975429104,12,15,30,40
H,0.5,5,20,0.5185054755355487,0.7596460227194229,0.7596460227194229,0.24114054718387423,19,15,30,40
H,0.5,5,21,0.5159304790050938,0.7392795298898294,0.7392795298898294,0.22334905088473556,14,15,30,40
H,0.5,5,22,0.4776543718156503,0.7103261931911713,0.7103261931911713,0.232671821375521,14,15,30,40
H,0.5,5,23,0.5169102767771067,0.7274626654432829,0.7274626654432829,0.2105523886661762,11,15,30,40
H,0.5,5,24,0.5468714547572958,0.7409224090144525,0.7409224090144525,0.19405095425715668,18,15,30,40
H,0.5,5,25,0.4575458255215489,0.7297009190917956,0.7297009190917956,0.2721550935702467,14,15,30,40
H,0.5,5,26,0.6756527718394916,0.7030927410941675,0.7030927410941675,0.027439969254675955,17,15,30,40
H,0.5,5,27,0.6607873562365555,0.7093421561607217,0.7093421561607217,0.048554799924166225,16,15,30,40
H,0.5,5,28,0.6432788812541277,0.7960831205331346,0.7960831205331346,0.15280423927900688,14,15,30,40
H,0.5,5,29,0.647299447260847,0.7516916145361324,0.7516916145361324,0.10439216727528544,5,15,30,40
H,0.5,5,30,0.42497676465209444,0.7390995390832399,0.7390995390832399,0.31412277443114545,8,15,30,40
H,0.5,5,31,0.5254088988198753,0.7283594381650992,0.7283594381650992,0.2029505393452239,11,15,30,40
H,0.5,5,32,0.41967074587008846,0.844431185749887,0.844431185749887,0.4247604398797985,15,15,30,40
H,0.5,5,33,0.5129776833286397,0.7816784359004542,0.7816784359004542,0.26870075257181447,13,15,30,40
H,0.5,5,34,0.6242557221954159,0.738651699243116,0.738651699243116,0.1143959770477001,17,15,30,40
H,0.5,5,35,0.3572104474416751,0.7315908894049401,0.7315908894049401,0.374380441963265,7,15,30,40
H,0.5,5,36,0.6055362473108648,0.7432679580336818,0.7432679580336818,0.1377317107228171,11,15,30,40
H,0.5,5,37,0.5082921161642096,0.7411301465117913,0.7411301465117913,0.23283803034758177,9,15,30,40
H,0.5,5,38,0.37509678169643823,0.7686124598382489,0.7686124598382489,0.39351567814181065,13,15,30,40
H,0.5,5,39,0.5767447049280264,0.7627925534994255,0.7627925534994255,0.1860478485713991,11,15,30,40
H,0.5,5,40,0.44109582402538267,0.7304346110339253,0.7304346110339253,0.2893387870085426,16,15,30,40
H,0.5,10,1,0.6029600786409905,0.6871130466224584,0.6871130466224584,0.08415296798146787,10,15,30,40
H,0.5,10,2,0.48699342148505276,0.7013440046326849,0.7013440046326849,0.2143505831476321,14,15,30,40
H,0.5,10,3,0.5962783556574393,0.7405614004042904,0.7405614004042904,0.14428304474685116,12,15,30,40
H,0.5,10,4,0.6309039854895276,0.6885516764950931,0.6885516764950931,0.05764769100556544,7,15,30,40
H,0.5,10,5,0.5845385129554245,0.6932666815715885,0.6932666815715885,0.10872816861616408,20,15,30,40
H,0.5,10,6,0.5245079065211851,0.7637541182348445,0.7637541182348445,0.23924621171365945,5,15,30,40
H,0.5,10,7,0.5357551161767247,0.7309984504078939,0.7309984504078939,0.19524333423116924,20,15,30,40
H,0.5,10,8,0.44411042508377635,0.7151683440160254,0.7151683440160254,0.271057918932249,9,15,30,40
H,0.5,10,9,0.35630742001668847,0.6965712634587558,0.6965712634587558,0.3402638434420673,9,15,30,40
H,0.5,10,10,0.5036491925920338,0.7237670705464647,0.7237670705464647,0.22011787795443094,13,15,30,40
H,0.5,10,11,0.6218189378773221,0.7643162460081817,0.7643162460081817,0.1424973081308596,12,15,30,40
H,0.5,10,12,0.4869917295408817,0.7414559630586326,0.7414559630586326,0.2544642335177509,9,15,30,40
H,0.5,10,13,0.3850127377929948,0.7309563708688557,0.7309563708688557,0.3459436330758609,10,15,30,40
H,0.5,10,14,0.44682963663684655,0.7392230722836232,0.7392230722836232,0.2923934356467766,10,15,30,40
H,0.5,10,15,0.5684318233194703,0.7047874591461821,0.7047874591461821,0.13635563582671184,10,15,30,40
H,0.5,10,16,0.6031186357035794,0.6823641254656838,0.6823641254656838,0.07924548976210444,14,15,30,40
H,0.5,10,17,0.4527463775251807,0.742517723995564,0.742517723995564,0.28977134647038333,17,15,30,40
H,0.5,10,18,0.5317657345514064,0.7091171399050695,0.7091171399050695,0.17735140535366312,10,15,30,40
H,0.5,10,19,0.5744977060441294,0.7157278999030633,0.7157278999030633,0.14123019385893387,18,15,30,40
H,0.5,10,20,0.5147533855439304,0.749581199045659,0.749581199045659,0.23482781350172865,10,15,30,40
H,0.5,10,21,0.40530934660208284,0.770395935838945,0.770395935838945,0.3650865892368621,11,15,30,40
H,0.5,10,22,0.43741879221779423,0.7319000222918316,0.7319000222918316,0.29448123007403737,10,15,30,40
H,0.5,10,23,0.5090363254391251,0.7145002934663399,0.7145002934663399,0.20546396802721478,5,15,30,40
H,0.5,10,24,0.4942834951207979,0.6949363893329554,0.6949363893329554,0.20065289421215754,13,15,30,40
H,0.5,10,25,0.47268805706450223,0.7033921121822633,0.7033921121822633,0.23070405511776104,9,15,30,40
H,0.5,10,26,0.5789980570548899,0.7037143639030897,0.7037143639030897,0.12471630684819979,5,15,30,40
H,0.5,10,27,0.5378690683655254,0.7457084008337034,0.7457084008337034,0.20783933246817798,12,15,30,40
H,0.5,10,28,0.5602569088536654,0.7290591195494116,0.7290591195494116,0.1688022106957462,11,15,30,40
H,0.5,10,29,0.5509249179974982,0.7061778712310686,0.7061778712310686,0.15525295323357036,20,15,30,40
H,0.5,10,30,0.505056593033796,0.7044352566915905,0.7044352566915905,0.19937866365779444,6,15,30,40
H,0.5,10,31,0.5603582394245968,0.7324326922066895,0.7324326922066895,0.17207445278209266,11,15,30,40
H,0.5,10,32,0.5234585004927628,0.6976581043786647,0.6976581043786647,0.17419960388590194,19,15,30,40
H,0.5,10,33,0.4815515345962911,0.7734910365047096,0.7734910365047096,0.29193950190841855,9,15,30,40
H,0.5,10,34,0.5063060341222924,0.6749690031235812,0.6749690031235812,0.16866296900128885,11,15,30,40
H,0.5,10,35,0.44246225805125555,0.7424554825705101,0.7424554825705101,0.29999322451925453,15,15,30,40
H,0.5,10,36,0.6090121543365008,0.743694750313017,0.743694750313017,0.13468259597651622,18,15,30,40
H,0.5,10,37,0.4725504828920721,0.6840755663720107,0.6840755663720107,0.21152508347993865,9,15,30,40
H,0.5,10,38,0.49358843262675184,0.7623813196452394,0.7623813196452394,0.2687928870184875,14,15,30,40
H,0.5,10,39,0.3917982694510836,0.71804562891848,0.71804562891848,0.3262473594673964,9,15,30,40
H,0.5,10,40,0.5001348647917456,0.7650412346465388,0.7650412346465388,0.2649063698547932,8,15,30,40
H,0.6,2,1,0.6762501538020486,0.6898140751660057,0.6898140751660057,0.013563921363957121,10,15,30,40
H,0.6,2,2,0.5323509754870233,0.6980559379361673,0.6980559379361673,0.165704962449144,11,15,30,40
H,0.6,2,3,0.5081289826872744,0.7455996289428888,0.7455996289428888,0.23747064625561443,8,15,30,40
H,0.6,2,4,0.4658354084084857,0.6923184172878566,0.6923184172878566,0.2264830088793709,6,15,30,40
H,0.6,2,5,0.386345137028415,0.7235417717164689,0.7235417717164689,0.33719663468805394,12,15,30,40
H,0.6,2,6,0.5605976010006813,0.7844624753422667,0.7844624753422667,0.2238648743415853,7,15,30,40
H,0.6,2,7,0.49083007712234766,0.6978016083943711,0.6978016083943711,0.20697153127202345,12,15,30,40
H,0.6,2,8,0.47930313347076176,0.741210917679924,0.741210917679924,0.2619077842091622,12,15,30,40
H,0.6,2,9,0.521573183915032,0.730963564193764,0.730963564193764,0.2093903802787319,16,15,30,40
H,0.6,2,10,0.5176780301839312,0.6707663498691578,0.6707663498691578,0.15308831968522663,14,15,30,40
H,0.6,2,11,0.5885538048572251,0.7570930983664377,0.7570930983664377,0.1685392935092126,4,15,30,40
H,0.6,2,12,0.6121354610474999,0.6559593513925556,0.6559593513925556,0.04382389034505563,8,15,30,40
H,0.6,2,13,0.6438292379972146,0.7027531884241882,0.7027531884241882,0.058923950426973626,12,15,30,40
H,0.6,2,14,0.3463369935588048,0.7067576756341304,0.7067576756341304,0.36042068207532557,12,15,30,40
H,0.6,2,15,0.5291039734211866,0.685946475160429,0.685946475160429,0.1568425017392423,8,15,30,40
H,0.6,2,16,0.5004689391845378,0.7440373923263535,0.7440373923263535,0.24356845314181563,6,15,30,40
H,0.6,2,17,0.5079439040457128,0.7059334881690432,0.7059334881690432,0.19798958412333045,11,15,30,40
H,0.6,2,18,0.4965514502467431,0.712305436696868,0.712305436696868,0.2157539864501249,14,15,30,40
H,0.6,2,19,0.5668354331935354,0.7339263244970133,0.7339263244970133,0.16709089130347798,8,15,30,40
H,0.6,2,20,0.40076961913166265,0.6854489670430082,0.6854489670430082,0.2846793479113455,9,15,30,40
H,0.6,2,21,0.4660084721130628,0.7433472312792783,0.7433472312792783,0.2773387591662155,11,15,30,40
H,0.6,2,22,0.48188056550033165,0.7648875044470136,0.7648875044470136,0.28300693894668194,10,15,30,40
H,0.6,2,23,0.5256920542487103,0.770955141736176,0.770955141736176,0.24526308748746561,6,15,30,40
H,0.6,2,24,0.36799031390457687,0.704579550194217,0.704579550194217,0.33658923628964016,10,15,30,40
H,0.6,2,25,0.6450844582902119,0.7381464439431722,0.7381464439431722,0.09306198565296031,4,15,30,40
H,0.6,2,26,0.47584603007813087,0.7128228596947737,0.7128228596947737,0.2369768296166428,24,15,30,40
H,0.6,2,27,0.5065225606322776,0.7160622385775065,0.7160622385775065,0.20953967794522887,7,15,30,40
H,0.6,2,28,0.5739612636498329,0.7579183894039249,0.7579183894039249,0.18395712575409195,9,15,30,40
H,0.6,2,29,0.4869786696350898,0.7095908403894498,0.7095908403894498,0.22261217075435996,12,15,30,40
H,0.6,2,30,0.4027448720523176,0.7008050861848195,0.7008050861848195,0.2980602141325019,7,15,30,40
H,0.6,2,31,0.554553303766345,0.7374272017684509,0.7374272017684509,0.18287389800210585,8,15,30,40
H,0.6,2,32,0.4691813256534357,0.7258392785216599,0.7258392785216599,0.2566579528682242,7,15,30,40
H,0.6,2,33,0.5557074072005622,0.7285574909515786,0.7285574909515786,0.1728500837510164,12,15,30,40
H,0.6,2,34,0.40804589093883276,0.7153719162760451,0.7153719162760451,0.30732602533721237,9,15,30,40
H,0.6,2,35,0.4294976037130329,0.7377031565957025,0.7377031565957025,0.3082055528826696,7,15,30,40
H,0.6,2,36,0.5490400001516329,0.7228070218104989,0.7228070218104989,0.17376702165886604,8,15,30,40
H,0.6,2,37,0.417985584292418,0.7041951223094264,0.7041951223094264,0.2862095380170084,11,15,30,40
H,0.6,2,38,0.31264455173549827,0.7122158715515556,0.7122158715515556,0.39957131981605737,10,15,30,40
H,0.6,2,39,0.5071003334930936,0.725830461397098,0.725830461397098,0.21873012790400437,9,15,30,40
H,0.6,2,40,0.4801010321760551,0.6721358490148712,0.6721358490148712,0.19203481683881612,8,15,30,40
H,0.6,5,1,0.4795081970661045,0.7195366469655549,0.7195366469655549,0.24002844989945038,12,15,30,40
H,0.6,5,2,0.5209729031179106,0.7735316598142039,0.7735316598142039,0.25255875669629335,15,15,30,40
H,0.6,5,3,0.5920493743959009,0.7310994848956612,0.7310994848956612,0.13905011049976035,13,15,30,40
H,0.6,5,4,0.5494101583632724,0.751110621294586,0.751110621294586,0.2017004629313135,11,15,30,40
H,0.6,5,5,0.39592879505807693,0.6736422359072658,0.6736422359072658,0.27771344084918886,8,15,30,40
H,0.6,5,6,0.5426181682707166,0.7415505488295081,0.7415505488295081,0.19893238055879148,10,15,30,40
H,0.6,5,7,0.47133895097491596,0.7831541980446722,0.7831541980446722,0.3118152470697563,5,15,30,40
H,0.6,5,8,0.3733231328207778,0.7700308533680101,0.7700308533680101,0.39670772054723236,11,15,30,40
H,0.6,5,9,0.36321236446235766,0.7109138053168989,0.7109138053168989,0.3477014408545412,12,15,30,40
H,0.6,5,10,0.5042645929042171,0.7559647966282127,0.7559647966282127,0.2517002037239956,12,15,30,40
H,0.6,5,11,0.5762314684843204,0.7828942964801694,0.7828942964801694,0.206662827995849,13,15,30,40
H,0.6,5,12,0.5699255035251096,0.697659957740314,0.697659957740314,0.12773445421520435,10,15,30,40
H,0.6,5,13,0.43350158854174387,0.7428940530737779,0.7428940530737779,0.309392464532034,7,15,30,40
H,0.6,5,14,0.5815783108403941,0.7056467518941697,0.7056467518941697,0.12406844105377557,5,15,30,40
H,0.6,5,15,0.6205555691544157,0.7889263765002634,0.7889263765002634,0.16837080734584775,5,15,30,40
H,0.6,5,16,0.5121341116714975,0.7554672871269691,0.7554672871269691,0.24333317545547162,10,15,30,40
H,0.6,5,17,0.5099439472457697,0.7479950032771838,0.7479950032771838,0.23805105603141408,16,15,30,40
H,0.6,5,18,0.5889434977569455,0.6719986046189861,0.6719986046189861,0.08305510686204054,14,15,30,40
H,0.6,5,19,0.4571983332358686,0.7773898506136178,0.7773898506136178,0.32019151737774915,8,15,30,40
H,0.6,5,20,0.4375516011797538,0.7354180744155124,0.7354180744155124,0.29786647323575866,10,15,30,40
H,0.6,5,21,0.49821027736611845,0.6967871018694055,0.6967871018694055,0.19857682450328706,14,15,30,40
H,0.6,5,22,0.5195765291155705,0.7346363057570244,0.7346363057570244,0.21505977664145393,12,15,30,40
H,0.6,5,23,0.5528753897274066,0.7559980117129489,0.7559980117129489,0.20312262198554232,12,15,30,40
H,0.6,5,24,0.4869599444256027,0.7514142980680173,0.7514142980680173,0.2644543536424146,9,15,30,40
H,0.6,5,25,0.40622393769029125,0.7265531909736672,0.7265531909736672,0.32032925328337597,12,15,30,40
H,0.6,5,26,0.4943287781363384,0.750515820021412,0.750515820021412,0.25618704188507363,8,15,30,40
H,0.6,5,27,0.5001267955621211,0.7720310976988656,0.7720310976988656,0.27190430213674444,12,15,30,40
H,0.6,5,28,0.6668175793009262,0.7960831205331346,0.7960831205331346,0.12926554123220835,8,15,30,40
H,0.6,5,29,0.4500256321778863,0.7368697593120378,0.7368697593120378,0.28684412713415147,14,15,30,40
H,0.6,5,30,0.545564771641318,0.7451597855408512,0.7451597855408512,0.19959501389953316,7,15,30,40
H,0.6,5,31,0.44845479223621587,0.684355800993249,0.684355800993249,0.23590100875703313,8,15,30,40
H,0.6,5,32,0.5786909494740171,0.793528337644974,0.793528337644974,0.21483738817095688,13,15,30,40
H,0.6,5,33,0.5286089289432738,0.7295582701969408,0.7295582701969408,0.20094934125366692,5,15,30,40
H,0.6,5,34,0.4839780178751583,0.7731650694916704,0.7731650694916704,0.2891870516165121,4,15,30,40
H,0.6,5,35,0.535216896272225,0.7457390929307564,0.7457390929307564,0.21052219665853134,14,15,30,40
H,0.6,5,36,0.46054235945935407,0.751341813310757,0.751341813310757,0.29079945385140293,10,15,30,40
H,0.6,5,37,0.4500075312366188,0.7441345382298293,0.7441345382298293,0.29412700699321054,12,15,30,40
H,0.6,5,38,0.4760219392881156,0.7924292459792639,0.7924292459792639,0.3164073066911483,11,15,30,40
H,0.6,5,39,0.5490332818772993,0.7627925534994255,0.7627925534994255,0.21375927162212627,7,15,30,40
H,0.6,5,40,0.48720088744774726,0.6741439090716721,0.6741439090716721,0.18694302162392484,8,15,30,40
H,0.6,10,1,0.47695625579089135,0.7112937324252716,0.7112937324252716,0.23433747663438026,10,15,30,40
H,0.6,10,2,0.4591807391648485,0.7209861568198288,0.7209861568198288,0.26180541765498033,11,15,30,40
H,0.6,10,3,0.5401381872243639,0.8120690148386941,0.8120690148386941,0.2719308276143302,17,15,30,40
H,0.6,10,4,0.5249037729061016,0.7307359045292454,0.7307359045292454,0.20583213162314384,9,15,30,40
H,0.6,10,5,0.43269466953198993,0.7243500512659972,0.7243500512659972,0.29165538173400724,11,15,30,40
H,0.6,10,6,0.5901452955215355,0.6861167073410984,0.6861167073410984,0.09597141181956292,14,15,30,40
H,0.6,10,7,0.4913904000647,0.7237239611448233,0.7237239611448233,0.23233356108012332,10,15,30,40
H,0.6,10,8,0.4485833014083832,0.6943118584911058,0.6943118584911058,0.24572855708272257,6,15,30,40
H,0.6,10,9,0.542401366170099,0.7056059865920248,0.7056059865920248,0.16320462042192574,13,15,30,40
H,0.6,10,10,0.47267752462529294,0.6760487689361073,0.6760487689361073,0.20337124431081438,12,15,30,40
H,0.6,10,11,0.44924501708032694,0.717669288172495,0.717669288172495,0.26842427109216804,9,15,30,40
H,0.6,10,12,0.46530685651616205,0.73287901809679,0.73287901809679,0.26757216158062797,8,15,30,40
H,0.6,10,13,0.5440641116010994,0.7118595774697758,0.7118595774697758,0.16779546586867644,11,15,30,40
H,0.6,10,14,0.48256561971604306,0.7332790117801483,0.7332790117801483,0.25071339206410526,10,15,30,40
H,0.6,10,15,0.47017364376303317,0.7104497631988218,0.7104497631988218,0.24027611943578864,10,15,30,40
H,0.6,10,16,0.4966910789140019,0.7174164902164545,0.7174164902164545,0.2207254113024526,5,15,30,40
H,0.6,10,17,0.38695579847878186,0.7440180433925438,0.7440180433925438,0.357062244913762,15,15,30,40
H,0.6,10,18,0.49339844799058397,0.7144877618089983,0.7144877618089983,0.22108931381841435,5,15,30,40
H,0.6,10,19,0.54552582018028,0.7093300475645449,0.7093300475645449,0.16380422738426492,7,15,30,40
H,0.6,10,20,0.650639567941269,0.7437557039897793,0.7437557039897793,0.09311613604851032,13,15,30,40
H,0.6,10,21,0.5266450556047775,0.6959288816486117,0.6959288816486117,0.16928382604383418,10,15,30,40
H,0.6,10,22,0.6186624297689108,0.7229975896692589,0.7229975896692589,0.10433515990034803,12,15,30,40
H,0.6,10,23,0.3990722869549873,0.6873308060154756,0.6873308060154756,0.28825851906048827,12,15,30,40
H,0.6,10,24,0.38815618491889625,0.7098751354748777,0.7098751354748777,0.32171895055598143,10,15,30,40
H,0.6,10,25,0.5987203753793229,0.7018594068379959,0.7018594068379959,0.10313903145867298,15,15,30,40
H,0.6,10,26,0.4386667509124475,0.7531847937287535,0.7531847937287535,0.31451804281630596,9,15,30,40
H,0.6,10,27,0.504609660829601,0.7404766173001336,0.7404766173001336,0.23586695647053257,13,15,30,40
H,0.6,10,28,0.4198715678516185,0.7144114771692394,0.7144114771692394,0.29453990931762086,11,15,30,40
H,0.6,10,29,0.5428436298809913,0.7162967578165943,0.7162967578165943,0.17345312793560297,10,15,30,40
H,0.6,10,30,0.5222757708008136,0.7211829758023035,0.7211829758023035,0.19890720500148995,11,15,30,40
H,0.6,10,31,0.5081522122321915,0.722481292527336,0.722481292527336,0.21432908029514441,13,15,30,40
H,0.6,10,32,0.6091095459804716,0.6747956894322037,0.6747956894322037,0.06568614345173207,13,15,30,40
H,0.6,10,33,0.593327263443883,0.6828348309545159,0.6828348309545159,0.08950756751063293,15,15,30,40
H,0.6,10,34,0.6602912313981869,0.6891343919696318,0.6891343919696318,0.02884316057144487,6,15,30,40
H,0.6,10,35,0.4923634709006114,0.6999266111480588,0.6999266111480588,0.20756314024744738,4,15,30,40
H,0.6,10,36,0.5302141100159232,0.743694750313017,0.743694750313017,0.2134806402970938,8,15,30,40
H,0.6,10,37,0.3786008945364717,0.6736882409321473,0.6736882409321473,0.2950873463956756,5,15,30,40
H,0.6,10,38,0.6526442839523077,0.6526442839523077,0.6526442839523077,0.0,1,15,30,40
H,0.6,10,39,0.4629572598336035,0.7096304535553127,0.7096304535553127,0.24667319372170926,7,15,30,40
H,0.6,10,40,0.5178489120347339,0.7351301920578978,0.7351301920578978,0.21728128002316383,8,15,30,40
H,0.7,2,1,0.43645284348391156,0.7162844001632692,0.7162844001632692,0.27983155667935766,12,15,30,40
H,0.7,2,2,0.6333685886771648,0.6941497691269063,0.6941497691269063,0.060781180449741457,6,15,30,40
H,0.7,2,3,0.601284818253003,0.6890984617459742,0.6890984617459742,0.08781364349297127,5,15,30,40
H,0.7,2,4,0.4245880368836598,0.7561470521747163,0.7561470521747163,0.3315590152910565,8,15,30,40
H,0.7,2,5,0.5151178154751037,0.6871130771423343,0.6871130771423343,0.17199526166723056,14,15,30,40
H,0.7,2,6,0.5185699639279605,0.7940393794639249,0.7940393794639249,0.2754694155359644,13,15,30,40
H,0.7,2,7,0.5546111618450413,0.6812746158713119,0.6812746158713119,0.12666345402627055,6,15,30,40
H,0.7,2,8,0.49811668992913116,0.741210917679924,0.741210917679924,0.2430942277507928,5,15,30,40
H,0.7,2,9,0.46894826825036523,0.7316362379298791,0.7316362379298791,0.26268796967951386,8,15,30,40
H,0.7,2,10,0.5660971887113225,0.7869034886870048,0.7869034886870048,0.22080629997568224,5,15,30,40
H,0.7,2,11,0.38163200808524184,0.7345564698374677,0.7345564698374677,0.35292446175222586,9,15,30,40
H,0.7,2,12,0.32364837961849857,0.6977143635137921,0.6977143635137921,0.37406598389529355,9,15,30,40
H,0.7,2,13,0.46612164234193804,0.6855277066489865,0.6855277066489865,0.2194060643070485,6,15,30,40
H,0.7,2,14,0.5124489395875814,0.7067576756341304,0.7067576756341304,0.19430873604654897,14,15,30,40
H,0.7,2,15,0.45066553489817873,0.7002091571894119,0.7002091571894119,0.24954362229123317,8,15,30,40
H,0.7,2,16,0.48465796370193803,0.7144034035811625,0.7144034035811625,0.22974543987922447,6,15,30,40
H,0.7,2,17,0.55781954435897,0.7059334881690432,0.7059334881690432,0.14811394381007326,11,15,30,40
H,0.7,2,18,0.5474216792933231,0.6713151653706841,0.6713151653706841,0.12389348607736106,7,15,30,40
H,0.7,2,19,0.6024193852584661,0.7644219731698985,0.7644219731698985,0.1620025879114324,7,15,30,40
H,0.7,2,20,0.34990041613366557,0.6890683751856339,0.6890683751856339,0.33916795905196834,7,15,30,40
H,0.7,2,21,0.6474510614420708,0.7381100893563486,0.7381100893563486,0.09065902791427782,7,15,30,40
H,0.7,2,22,0.46696174409252245,0.7237171174969225,0.7237171174969225,0.2567553734044,7,15,30,40
H,0.7,2,23,0.5830434221682808,0.770955141736176,0.770955141736176,0.1879117195678952,16,15,30,40
H,0.7,2,24,0.40935653063466276,0.6821689366779135,0.6821689366779135,0.2728124060432507,9,15,30,40
H,0.7,2,25,0.484131494533211,0.7381464439431722,0.7381464439431722,0.25401494940996117,6,15,30,40
H,0.7,2,26,0.6522791969888561,0.734432926609852,0.734432926609852,0.08215372962099599,6,15,30,40
H,0.7,2,27,0.4846133387901036,0.7160622385775065,0.7160622385775065,0.2314488997874029,11,15,30,40
H,0.7,2,28,0.516021562178771,0.8124146753609086,0.8124146753609086,0.29639311318213757,13,15,30,40
H,0.7,2,29,0.41428988677991563,0.6632101097854721,0.6632101097854721,0.2489202230055565,8,15,30,40
H,0.7,2,30,0.5379103993032498,0.7240681087572785,0.7240681087572785,0.18615770945402865,7,15,30,40
H,0.7,2,31,0.503083527981559,0.7212726531840287,0.7212726531840287,0.2181891252024697,8,15,30,40
H,0.7,2,32,0.6016728491614033,0.6993985411396614,0.6993985411396614,0.09772569197825809,6,15,30,40
H,0.7,2,33,0.5230281596574053,0.757506819412122,0.757506819412122,0.2344786597547166,6,15,30,40
H,0.7,2,34,0.6383950803298357,0.710101722292773,0.710101722292773,0.0717066419629373,6,15,30,40
H,0.7,2,35,0.581925883227603,0.7544130815134672,0.7544130815134672,0.17248719828586423,5,15,30,40
H,0.7,2,36,0.363306135933918,0.7228070218104989,0.7228070218104989,0.35950088587658097,8,15,30,40
H,0.7,2,37,0.5089250364067331,0.693778380722449,0.693778380722449,0.18485334431571587,6,15,30,40
H,0.7,2,38,0.47581799265689045,0.7122158715515556,0.7122158715515556,0.23639787889466518,8,15,30,40
H,0.7,2,39,0.39842985124805164,0.7037107333437361,0.7037107333437361,0.3052808820956845,5,15,30,40
H,0.7,2,40,0.526608293507321,0.6508819399323172,0.6508819399323172,0.12427364642499628,7,15,30,40
H,0.7,5,1,0.37277899668417386,0.7210746795673856,0.7210746795673856,0.3482956828832117,9,15,30,40
H,0.7,5,2,0.610941567284211,0.7298830666918456,0.7298830666918456,0.11894149940763454,15,15,30,40
H,0.7,5,3,0.4819410290906275,0.7497747852457491,0.7497747852457491,0.2678337561551216,9,15,30,40
