structure,tau,K,seed,shock_every,initial_fitness,final_fitness
V,0.5,10,17,40,0.5361759929304974,0.609708531033812
V,0.5,10,18,40,0.5081701818906301,0.6853143325082404
V,0.5,10,19,40,0.4612341289235053,0.7167088057083695
V,0.5,10,20,40,0.5191988906278227,0.6418735699196549
V,0.5,10,21,40,0.5083406349451087,0.7034459511202434
V,0.5,10,22,40,0.4770005422395411,0.6393611842017963
V,0.5,10,23,40,0.4347616919507869,0.6150681290314552
V,0.5,10,24,40,0.4272886486483396,0.6388397937694758
V,0.5,10,25,40,0.5224217792727417,0.6978550154821566
V,0.5,10,26,40,0.4850280491352441,0.7246451723735715
V,0.5,10,27,40,0.36814543874513045,0.6305723183491695
V,0.5,10,28,40,0.4651842466944199,0.658232307654256
V,0.5,10,29,40,0.4415194990139659,0.6289283787289978
V,0.5,10,30,40,0.5487723760155443,0.6565911644978822
V,0.8,2,1,40,0.5880712024967517,0.6995228699921722
V,0.8,2,2,40,0.49292146274039533,0.6704122278594331
V,0.8,2,3,40,0.5982106463071948,0.6974138592693004
V,0.8,2,4,40,0.5912904876956453,0.764978995025291
V,0.8,2,5,40,0.505435606914954,0.6745130729621563
V,0.8,2,6,40,0.5182987248521344,0.7735465185340111
V,0.8,2,7,40,0.4623477245391021,0.5659843168652026
V,0.8,2,8,40,0.4162154922470539,0.6801672600791662
V,0.8,2,9,40,0.45324884777143803,0.7454433857049659
V,0.8,2,10,40,0.6483839123471488,0.7039905041097291
V,0.8,2,11,40,0.2887987289360254,0.7676277172396125
V,0.8,2,12,40,0.38374902364737223,0.6419654702107908
