structure,tau,K,seed,shock_every,reshuffle_frac,initial_fitness,final_fitness,improvement,N,n_agents,T
H,0.2,2,3,20,0.25,0.48688340508871436,0.5859661823131914,0.09908277722447706,15,30,40
H,0.2,2,4,20,0.25,0.49981947384090014,0.6147329206423818,0.11491344680148169,15,30,40
H,0.2,2,5,20,0.25,0.5349202002170604,0.639613897597855,0.10469369738079459,15,30,40
H,0.2,2,6,20,0.25,0.5601324804222282,0.5663641350114175,0.006231654589189284,15,30,40
H,0.2,2,7,20,0.25,0.5056432923974693,0.5475600355945093,0.041916743197039974,15,30,40
H,0.2,2,8,20,0.25,0.34185684562205937,0.45201818096399016,0.11016133534193079,15,30,40
H,0.2,2,9,20,0.25,0.4719089688325493,0.500715760130277,0.028806791297727674,15,30,40
H,0.2,2,10,20,0.25,0.47463638647891604,0.6823161078489718,0.20767972137005575,15,30,40
H,0.2,2,11,20,0.25,0.42005500899507925,0.5667970854436275,0.14674207644854825,15,30,40
H,0.2,2,12,20,0.25,0.5186446507518422,0.6198065984199156,0.1011619476680734,15,30,40
H,0.2,2,13,20,0.25,0.5236822979111231,0.522919271343067,-0.0007630265680560466,15,30,40
H,0.2,2,14,20,0.25,0.5834014865484838,0.6257627155848409,0.042361229036357084,15,30,40
H,0.2,2,15,20,0.25,0.5231468246485035,0.5802026888916864,0.057055864243182874,15,30,40
H,0.2,2,16,20,0.25,0.419887779226631,0.6668190720520331,0.24693129282540205,15,30,40
H,0.2,2,17,20,0.25,0.435540986945101,0.5371043802782518,0.10156339333315079,15,30,40
H,0.2,2,18,20,0.25,0.5014887431274669,0.5700754687217069,0.06858672559423995,15,30,40
H,0.2,2,19,20,0.25,0.4866830612420652,0.7136122612315883,0.2269291999895231,15,30,40
H,0.2,2,20,20,0.25,0.5181435540778295,0.49883469052090396,-0.01930886355692557,15,30,40
H,0.2,2,21,20,0.25,0.6017315995728794,0.5142965335874063,-0.08743506598547302,15,30,40
H,0.2,2,22,20,0.25,0.4588504064804279,0.5323167896528946,0.07346638317246673,15,30,40
H,0.2,2,23,20,0.25,0.517672874159069,0.6343955871069437,0.11672271294787462,15,30,40
H,0.2,2,24,20,0.25,0.4447838468358697,0.47217168229622597,0.02738783546035628,15,30,40
H,0.2,2,25,20,0.25,0.4167967465373401,0.6573159884476593,0.24051924191031915,15,30,40
H,0.2,2,26,20,0.25,0.47608590406732254,0.5519395453790344,0.0758536413117119,15,30,40
H,0.2,2,27,20,0.25,0.5802610927066357,0.5465897243416338,-0.03367136836500195,15,30,40
H,0.2,2,28,20,0.25,0.6299117181588632,0.6904368704925761,0.06052515233371292,15,30,40
H,0.2,2,29,20,0.25,0.4279727516248105,0.6530847540002083,0.22511200237539775,15,30,40
H,0.2,2,30,20,0.25,0.6234902443318923,0.5711451830331299,-0.052345061298762374,15,30,40
H,0.2,5,1,20,0.25,0.5641375696592126,0.5842043566554582,0.020066786996245645,15,30,40
H,0.2,5,2,20,0.25,0.4357917798055101,0.49653177027906903,0.060739990473558936,15,30,40
H,0.2,5,3,20,0.25,0.37384253236431236,0.6048073430223864,0.230964810658074,15,30,40
H,0.2,5,4,20,0.25,0.5090513540286818,0.52201601666239,0.012964662633708102,15,30,40
H,0.2,5,5,20,0.25,0.48916886168224766,0.7557079774324788,0.2665391157502311,15,30,40
H,0.2,5,6,20,0.25,0.29553630766208566,0.5343645759047493,0.23882826824266362,15,30,40
H,0.2,5,7,20,0.25,0.5021826075660948,0.6942818266002214,0.19209921903412663,15,30,40
H,0.2,5,8,20,0.25,0.4553384369548866,0.6238160994024429,0.16847766244755624,15,30,40
H,0.2,5,9,20,0.25,0.4180629589234345,0.6051642313656056,0.18710127244217112,15,30,40
H,0.2,5,10,20,0.25,0.4519135009571276,0.5408704788019173,0.08895697784478968,15,30,40
H,0.2,5,11,20,0.25,0.5555444253008974,0.5221417444571115,-0.03340268084378595,15,30,40
H,0.2,5,12,20,0.25,0.6006502338651294,0.6030307250858458,0.002380491220716374,15,30,40
H,0.2,5,13,20,0.25,0.41656449884433333,0.6454796402727386,0.2289151414284053,15,30,40
H,0.2,5,14,20,0.25,0.4545600440509408,0.6299572996511268,0.175397255600186,15,30,40
H,0.2,5,15,20,0.25,0.39820561680238403,0.8071498787940083,0.4089442619916243,15,30,40
H,0.2,5,16,20,0.25,0.5320926766342148,0.7537473947194395,0.22165471808522474,15,30,40
H,0.2,5,17,20,0.25,0.5561701162558375,0.7237133695624595,0.167543253306622,15,30,40
H,0.2,5,18,20,0.25,0.45215648408684933,0.42493236583939853,-0.0272241182474508,15,30,40
H,0.2,5,19,20,0.25,0.448806144026596,0.6115012511285328,0.1626951071019368,15,30,40
H,0.2,5,20,20,0.25,0.5541140411869602,0.4976140135509887,-0.05650002763597145,15,30,40
H,0.2,5,21,20,0.25,0.43159373205591406,0.5817790941266726,0.15018536207075855,15,30,40
H,0.2,5,22,20,0.25,0.5277626030218011,0.49024384935055376,-0.03751875367124735,15,30,40
H,0.2,5,23,20,0.25,0.4447570274905709,0.6265222280798436,0.1817652005892727,15,30,40
H,0.2,5,24,20,0.25,0.6256804327590691,0.5824402599287359,-0.04324017283033321,15,30,40
H,0.2,5,25,20,0.25,0.5289710390640222,0.6284558206975382,0.09948478163351604,15,30,40
H,0.2,5,26,20,0.25,0.5694191248377755,0.5278449790529521,-0.041574145784823324,15,30,40
H,0.2,5,27,20,0.25,0.5124038143879988,0.6216501227455256,0.1092463083575268,15,30,40
H,0.2,5,28,20,0.25,0.4810527794687055,0.6847453751027668,0.20369259563406128,15,30,40
H,0.2,5,29,20,0.25,0.5802270593542069,0.5139020520636598,-0.06632500729054713,15,30,40
H,0.2,5,30,20,0.25,0.4966462602363783,0.566718920544613,0.07007266030823472,15,30,40
H,0.2,10,1,20,0.25,0.3682580717627705,0.5272502516663112,0.15899217990354075,15,30,40
H,0.2,10,2,20,0.25,0.3796493990663648,0.4374593872303655,0.05780998816400068,15,30,40
H,0.2,10,3,20,0.25,0.4337235330406929,0.5397475980656188,0.1060240650249259,15,30,40
H,0.2,10,4,20,0.25,0.531379443271555,0.5731753511944613,0.04179590792290633,15,30,40
H,0.2,10,5,20,0.25,0.4443747897054414,0.5101529747920106,0.06577818508656919,15,30,40
H,0.2,10,6,20,0.25,0.46456287979939603,0.7236769768559531,0.2591140970565571,15,30,40
H,0.2,10,7,20,0.25,0.4557044727231191,0.5776025912846087,0.12189811856148958,15,30,40
H,0.2,10,8,20,0.25,0.45001856457151523,0.6882910328049657,0.2382724682334505,15,30,40
H,0.2,10,9,20,0.25,0.5283908308675422,0.6166192624784622,0.08822843161091998,15,30,40
H,0.2,10,10,20,0.25,0.45147127280818367,0.5190080192839477,0.06753674647576402,15,30,40
H,0.2,10,11,20,0.25,0.46548790991076394,0.7315757665950645,0.26608785668430057,15,30,40
H,0.2,10,12,20,0.25,0.5029544019502297,0.694264789307796,0.19131038735756634,15,30,40
H,0.2,10,13,20,0.25,0.43471455239770107,0.5969261059158477,0.16221155351814665,15,30,40
H,0.2,10,14,20,0.25,0.513103698029203,0.6563702974977184,0.1432665994685154,15,30,40
H,0.2,10,15,20,0.25,0.4353170836669938,0.5714430844121791,0.13612600074518527,15,30,40
H,0.2,10,16,20,0.25,0.39362217176513015,0.6478004604846489,0.25417828871951875,15,30,40
H,0.2,10,17,20,0.25,0.5174920700082509,0.6746940402724942,0.15720197026424332,15,30,40
H,0.2,10,18,20,0.25,0.47696275548059736,0.6568761416811988,0.17991338620060143,15,30,40
H,0.2,10,19,20,0.25,0.4482916612089916,0.5695066349743187,0.12121497376532714,15,30,40
H,0.2,10,20,20,0.25,0.50897339917181,0.6963182656061015,0.1873448664342916,15,30,40
H,0.2,10,21,20,0.25,0.4774102090833446,0.5944588121986842,0.11704860311533966,15,30,40
H,0.2,10,22,20,0.25,0.620041553471031,0.5208646206637986,-0.09917693280723239,15,30,40
H,0.2,10,23,20,0.25,0.5787664528285605,0.6763642670647144,0.09759781423615388,15,30,40
H,0.2,10,24,20,0.25,0.3919841770506732,0.5497981479013987,0.15781397085072552,15,30,40
H,0.2,10,25,20,0.25,0.44062017917401597,0.4685291521525446,0.027908972978528623,15,30,40
H,0.2,10,26,20,0.25,0.527091556509581,0.609189219615224,0.08209766310564304,15,30,40
H,0.2,10,27,20,0.25,0.48730853073168856,0.6343834069336446,0.14707487620195603,15,30,40
H,0.2,10,28,20,0.25,0.4372880245924857,0.48845863074002716,0.05117060614754143,15,30,40
H,0.2,10,29,20,0.25,0.5901618550978238,0.729408459685493,0.13924660458766913,15,30,40
H,0.2,10,30,20,0.25,0.5601896967834274,0.7301800425236825,0.16999034574025507,15,30,40
H,0.5,2,1,20,0.25,0.4772420524604879,0.6630974417693277,0.18585538930883982,15,30,40
H,0.5,2,2,20,0.25,0.5277470738581642,0.5538306063654514,0.026083532507287233,15,30,40
H,0.5,2,3,20,0.25,0.5358686582406761,0.615405013548577,0.07953635530790093,15,30,40
H,0.5,2,4,20,0.25,0.5070384622687166,0.7426902291518385,0.23565176688312184,15,30,40
H,0.5,2,5,20,0.25,0.5526435330157888,0.6829790557772588,0.13033552276146998,15,30,40
H,0.5,2,6,20,0.25,0.6069969216706315,0.7209879039356769,0.11399098226504545,15,30,40
H,0.5,2,7,20,0.25,0.5519467607995242,0.5593625748523244,0.007415814052800229,15,30,40
H,0.5,2,8,20,0.25,0.5036850850822384,0.6419518161285236,0.13826673104628517,15,30,40
H,0.5,2,9,20,0.25,0.6560512816134468,0.584386709526608,-0.07166457208683885,15,30,40
H,0.5,2,10,20,0.25,0.4746982555770875,0.5675112525875925,0.092812997010505,15,30,40
H,0.5,2,11,20,0.25,0.46234668910823956,0.5733626703747705,0.11101598126653095,15,30,40
H,0.5,2,12,20,0.25,0.4957454045069112,0.5518761285080986,0.05613072400118746,15,30,40
H,0.5,2,13,20,0.25,0.5615017785786495,0.6650616127819508,0.10355983420330128,15,30,40
H,0.5,2,14,20,0.25,0.41855963231129767,0.5734402873977708,0.15488065508647308,15,30,40
H,0.5,2,15,20,0.25,0.5194038097496919,0.5658040049731137,0.04640019522342176,15,30,40
H,0.5,2,16,20,0.25,0.47431988561696214,0.6565980493809773,0.18227816376401518,15,30,40
H,0.5,2,17,20,0.25,0.6086960380247117,0.6063235020775397,-0.0023725359471720164,15,30,40
H,0.5,2,18,20,0.25,0.4954301871588255,0.6062551198676495,0.11082493270882399,15,30,40
H,0.5,2,19,20,0.25,0.5033887549861293,0.730881620761053,0.22749286577492367,15,30,40
H,0.5,2,20,20,0.25,0.4489995733481171,0.5697701569852947,0.12077058363717758,15,30,40
H,0.5,2,21,20,0.25,0.5489581077975906,0.5828608223657414,0.03390271456815086,15,30,40
H,0.5,2,22,20,0.25,0.6577496110695732,0.5858131055909734,-0.07193650547859975,15,30,40
H,0.5,2,23,20,0.25,0.49414135501245654,0.6828510353017093,0.18870968028925278,15,30,40
H,0.5,2,24,20,0.25,0.4516131449805894,0.5784201841171284,0.12680703913653896,15,30,40
H,0.5,2,25,20,0.25,0.6807980051105704,0.6662371725352432,-0.014560832575327254,15,30,40
H,0.5,2,26,20,0.25,0.5508055911872236,0.689295319519995,0.1384897283327714,15,30,40
H,0.5,2,27,20,0.25,0.6074448805968389,0.7171584624970913,0.10971358190025238,15,30,40
H,0.5,2,28,20,0.25,0.5960971249222164,0.6225410566967458,0.026443931774529306,15,30,40
H,0.5,2,29,20,0.25,0.4766961056237937,0.7171947359260045,0.24049863030221075,15,30,40
H,0.5,2,30,20,0.25,0.5484452124736963,0.6466119038937824,0.09816669142008616,15,30,40
H,0.5,5,1,20,0.25,0.4988929626666649,0.6860015996727203,0.18710863700605546,15,30,40
H,0.5,5,2,20,0.25,0.47277248804421573,0.6052147149328411,0.13244222688862534,15,30,40
H,0.5,5,3,20,0.25,0.5130198793298367,0.6075376225166739,0.09451774318683714,15,30,40
H,0.5,5,4,20,0.25,0.5573254185744604,0.6369672496833783,0.07964183110891787,15,30,40
H,0.5,5,5,20,0.25,0.5468395596251452,0.5415333184278726,-0.005306241197272632,15,30,40
H,0.5,5,6,20,0.25,0.4234460890121939,0.6138860628075057,0.1904399737953118,15,30,40
H,0.5,5,7,20,0.25,0.42655693472871464,0.6691473299072305,0.24259039517851583,15,30,40
H,0.5,5,8,20,0.25,0.47472479344060836,0.5962305229682033,0.12150572952759497,15,30,40
H,0.5,5,9,20,0.25,0.47822286366249084,0.6013421448556928,0.12311928119320198,15,30,40
H,0.5,5,10,20,0.25,0.6209005613828585,0.6799063603967965,0.05900579901393799,15,30,40
H,0.5,5,11,20,0.25,0.5587946614835794,0.5938729911552553,0.0350783296716759,15,30,40
H,0.5,5,12,20,0.25,0.40352600054058313,0.6278821440118726,0.22435614347128946,15,30,40
H,0.5,5,13,20,0.25,0.4343441083777046,0.76663830491559,0.33229419653788544,15,30,40
H,0.5,5,14,20,0.25,0.5600458683746867,0.697030647124653,0.13698477874996629,15,30,40
H,0.5,5,15,20,0.25,0.5842198233124402,0.7396311724506198,0.15541134913817967,15,30,40
H,0.5,5,16,20,0.25,0.43054349231327466,0.6475277882255689,0.21698429591229423,15,30,40
H,0.5,5,17,20,0.25,0.48372411567614404,0.7154839627409939,0.23175984706484987,15,30,40
H,0.5,5,18,20,0.25,0.42360129499823707,0.6848332588404911,0.261231963842254,15,30,40
H,0.5,5,19,20,0.25,0.49423975987587804,0.714968181260086,0.22072842138420795,15,30,40
H,0.5,5,20,20,0.25,0.3680135215572299,0.7039821908977385,0.3359686693405086,15,30,40
H,0.5,5,21,20,0.25,0.47067744544208523,0.5280952131626999,0.05741776772061469,15,30,40
H,0.5,5,22,20,0.25,0.49259474741887904,0.6104512588107224,0.11785651139184333,15,30,40
H,0.5,5,23,20,0.25,0.5410018998321511,0.48843172737228396,-0.052570172459867115,15,30,40
H,0.5,5,24,20,0.25,0.44188376369323923,0.7229183851763009,0.2810346214830617,15,30,40
H,0.5,5,25,20,0.25,0.4239813185528589,0.6219273173167131,0.19794599876385421,15,30,40
H,0.5,5,26,20,0.25,0.5613704740186932,0.6183202128965035,0.056949738877810296,15,30,40
H,0.5,5,27,20,0.25,0.5353345471294185,0.6940326676489487,0.15869812051953014,15,30,40
H,0.5,5,28,20,0.25,0.6073024320879573,0.7733067344076106,0.16600430231965324,15,30,40
H,0.5,5,29,20,0.25,0.527722919621069,0.6605744655738938,0.13285154595282478,15,30,40
H,0.5,5,30,20,0.25,0.5292945185539372,0.6027274733913756,0.07343295483743839,15,30,40
H,0.5,10,1,20,0.25,0.40580191504785307,0.6828520243271387,0.2770501092792856,15,30,40
H,0.5,10,2,20,0.25,0.44546482239689433,0.6495868148699054,0.2041219924730111,15,30,40
H,0.5,10,3,20,0.25,0.3987212774937445,0.6683851790846093,0.2696639015908648,15,30,40
H,0.5,10,4,20,0.25,0.4495614682735639,0.6244855313594424,0.1749240630858785,15,30,40
H,0.5,10,5,20,0.25,0.39277407220580596,0.6342872919952285,0.24151321978942253,15,30,40
H,0.5,10,6,20,0.25,0.5585783223844619,0.5792902556876292,0.02071193330316723,15,30,40
H,0.5,10,7,20,0.25,0.4730031508618706,0.6265487405396813,0.15354558967781073,15,30,40
H,0.5,10,8,20,0.25,0.4493202385039028,0.6746166650353652,0.22529642653146242,15,30,40
H,0.5,10,9,20,0.25,0.3488707474851404,0.549877539958883,0.2010067924737426,15,30,40
H,0.5,10,10,20,0.25,0.5081141601798219,0.6921320215999244,0.18401786142010246,15,30,40
H,0.5,10,11,20,0.25,0.3750062699155008,0.6233255828964309,0.24831931298093013,15,30,40
H,0.5,10,12,20,0.25,0.4618522544697108,0.5961928490471173,0.13434059457740655,15,30,40
H,0.5,10,13,20,0.25,0.5809391227431558,0.6672515579025214,0.0863124351593656,15,30,40
H,0.5,10,14,20,0.25,0.5720071525943575,0.7433035830368382,0.17129643044248066,15,30,40
H,0.5,10,15,20,0.25,0.5168735758010226,0.5957858444607149,0.07891226865969236,15,30,40
H,0.5,10,16,20,0.25,0.6051604073305547,0.6771723573969046,0.07201195006634997,15,30,40
H,0.5,10,17,20,0.25,0.4099008583205169,0.48858314304949313,0.0786822847289762,15,30,40
H,0.5,10,18,20,0.25,0.4387158346584629,0.583401505021716,0.14468567036325303,15,30,40
H,0.5,10,19,20,0.25,0.41038103990239067,0.5926558085373965,0.18227476863500586,15,30,40
H,0.5,10,20,20,0.25,0.538368805701363,0.5724617923863604,0.034092986684997384,15,30,40
H,0.5,10,21,20,0.25,0.4405846932910952,0.6660838663899588,0.22549917309886358,15,30,40
H,0.5,10,22,20,0.25,0.45765212987904286,0.6602041833027232,0.20255205342368038,15,30,40
H,0.5,10,23,20,0.25,0.39712417747516915,0.6690300049467699,0.27190582747160075,15,30,40
H,0.5,10,24,20,0.25,0.5649991398841325,0.661342173689397,0.09634303380526443,15,30,40
H,0.5,10,25,20,0.25,0.5033652009224162,0.627869852175377,0.12450465125296084,15,30,40
H,0.5,10,26,20,0.25,0.6228633617305169,0.6183367398869254,-0.004526621843591538,15,30,40
H,0.5,10,27,20,0.25,0.49643236050190354,0.6499397430824783,0.15350738258057472,15,30,40
H,0.5,10,28,20,0.25,0.5222688228771081,0.7580511992626362,0.23578237638552813,15,30,40
H,0.5,10,29,20,0.25,0.5120875854153986,0.7198955813963968,0.2078079959809982,15,30,40
H,0.5,10,30,20,0.25,0.366170293940937,0.6371978957260931,0.2710276017851561,15,30,40
H,0.8,2,1,20,0.25,0.3415879377582172,0.7439584942309597,0.4023705564727425,15,30,40
H,0.8,2,2,20,0.25,0.5065052266689393,0.6952496147302247,0.18874438806128546,15,30,40
H,0.8,2,3,20,0.25,0.6200219365932154,0.6510549046980869,0.03103296810487155,15,30,40
H,0.8,2,4,20,0.25,0.5470755244712894,0.6888315412863671,0.14175601681507777,15,30,40
H,0.8,2,5,20,0.25,0.508570153673306,0.6613710128511557,0.1528008591778497,15,30,40
H,0.8,2,6,20,0.25,0.693194864991169,0.7989942849133873,0.10579941992221831,15,30,40
H,0.8,2,7,20,0.25,0.4727706176546901,0.696186634453247,0.22341601679855694,15,30,40
H,0.8,2,8,20,0.25,0.6528479391065438,0.6962065452209077,0.04335860611436393,15,30,40
H,0.8,2,9,20,0.25,0.5946256417816403,0.6727791293429034,0.07815348756126306,15,30,40
H,0.8,2,10,20,0.25,0.4687669978954267,0.6559699710413136,0.1872029731458869,15,30,40
H,0.8,2,11,20,0.25,0.5424163865194825,0.7694760995085426,0.22705971298906003,15,30,40
H,0.8,2,12,20,0.25,0.4316278804147633,0.6883982566619629,0.25677037624719956,15,30,40
H,0.8,2,13,20,0.25,0.5955488083199083,0.7501458329039512,0.1545970245840429,15,30,40
H,0.8,2,14,20,0.25,0.4028666355421349,0.7277822985670153,0.32491566302488034,15,30,40
H,0.8,2,15,20,0.25,0.662378824016738,0.7186580973475573,0.05627927333081928,15,30,40
H,0.8,2,16,20,0.25,0.43801594463797483,0.6678606180912078,0.22984467345323295,15,30,40
H,0.8,2,17,20,0.25,0.5074130859969501,0.6502066403823173,0.14279355438536723,15,30,40
H,0.8,2,18,20,0.25,0.382063743143334,0.6127749767545051,0.23071123361117107,15,30,40
H,0.8,2,19,20,0.25,0.5023488441527897,0.7288822162709685,0.2265333721181788,15,30,40
H,0.8,2,20,20,0.25,0.4855050444340544,0.7262033765802683,0.24069833214621394,15,30,40
H,0.8,2,21,20,0.25,0.5814790633428392,0.6439586710725211,0.062479607729681974,15,30,40
H,0.8,2,22,20,0.25,0.5055005996795122,0.6617369672469517,0.15623636756743953,15,30,40
H,0.8,2,23,20,0.25,0.5506448760191323,0.669820495051955,0.1191756190328227,15,30,40
H,0.8,2,24,20,0.25,0.5996086793288111,0.6620316140924554,0.062422934763644244,15,30,40
H,0.8,2,25,20,0.25,0.4474210248702304,0.6871467258160526,0.23972570094582224,15,30,40
H,0.8,2,26,20,0.25,0.5411555462223862,0.7650405154196915,0.22388496919730538,15,30,40
H,0.8,2,27,20,0.25,0.3593791289387865,0.6933874168126553,0.33400828787386877,15,30,40
H,0.8,2,28,20,0.25,0.5372639976229289,0.805337952217737,0.2680739545948081,15,30,40
H,0.8,2,29,20,0.25,0.3758765103843835,0.6710484069984861,0.2951718966141026,15,30,40
H,0.8,2,30,20,0.25,0.49187659028940245,0.7459731725054969,0.25409658221609444,15,30,40
H,0.8,5,1,20,0.25,0.4124095559155331,0.6616163213372442,0.24920676542171116,15,30,40
H,0.8,5,2,20,0.25,0.5169308835743044,0.6612811765894258,0.14435029301512137,15,30,40
H,0.8,5,3,20,0.25,0.41829115519489546,0.6787376625184234,0.2604465073235279,15,30,40
H,0.8,5,4,20,0.25,0.570120204817549,0.615375443970627,0.04525523915307805,15,30,40
H,0.8,5,5,20,0.25,0.5030598975837448,0.6461707451233001,0.14311084753955527,15,30,40
H,0.8,5,6,20,0.25,0.3101875287064955,0.610142538227947,0.29995500952145143,15,30,40
H,0.8,5,7,20,0.25,0.5019188028563027,0.6992654518581365,0.19734664900183374,15,30,40
H,0.8,5,8,20,0.25,0.48900604713045914,0.7053786033051952,0.21637255617473605,15,30,40
H,0.8,5,9,20,0.25,0.58946607080698,0.7625464905373347,0.1730804197303547,15,30,40
H,0.8,5,10,20,0.25,0.588124165392842,0.7515934254699841,0.16346926007714213,15,30,40
H,0.8,5,11,20,0.25,0.47156186474400397,0.7398253805907299,0.2682635158467259,15,30,40
H,0.8,5,12,20,0.25,0.5242799508138205,0.650580109243093,0.12630015842927245,15,30,40
H,0.8,5,13,20,0.25,0.5996880259696762,0.6842260046818991,0.0845379787122229,15,30,40
H,0.8,5,14,20,0.25,0.5783400944862438,0.7179005568972535,0.13956046241100972,15,30,40
H,0.8,5,15,20,0.25,0.29606311206409053,0.7046006428153245,0.408537530751234,15,30,40
H,0.8,5,16,20,0.25,0.5974987395565348,0.678462770239663,0.08096403068312819,15,30,40
H,0.8,5,17,20,0.25,0.4523219137548699,0.6509905996596274,0.19866868590475745,15,30,40
H,0.8,5,18,20,0.25,0.3071879041813614,0.6278793494613939,0.3206914452800325,15,30,40
H,0.8,5,19,20,0.25,0.5135314373512669,0.7437969240755931,0.23026548672432612,15,30,40
H,0.8,5,20,20,0.25,0.5242726681688639,0.6460488245340034,0.1217761563651395,15,30,40
H,0.8,5,21,20,0.25,0.5657904578419493,0.7012765475217115,0.13548608967976228,15,30,40
H,0.8,5,22,20,0.25,0.49104449899249647,0.6562175726361067,0.16517307364361022,15,30,40
H,0.8,5,23,20,0.25,0.43755279839700484,0.6693434091115557,0.23179061071455082,15,30,40
H,0.8,5,24,20,0.25,0.46923099060819434,0.6461753465211946,0.17694435591300023,15,30,40
H,0.8,5,25,20,0.25,0.6008020280431846,0.5938369419288834,-0.006965086114301244,15,30,40
H,0.8,5,26,20,0.25,0.5505800897905556,0.7276822210060181,0.17710213121546248,15,30,40
H,0.8,5,27,20,0.25,0.46428283789911845,0.6351629664151189,0.17088012851600048,15,30,40
H,0.8,5,28,20,0.25,0.4850088855603682,0.6409110381373375,0.15590215257696932,15,30,40
H,0.8,5,29,20,0.25,0.5162895394694955,0.7088647334734619,0.1925751940039664,15,30,40
H,0.8,5,30,20,0.25,0.4596819655459722,0.6395976283329236,0.17991566278695137,15,30,40
H,0.8,10,1,20,0.25,0.4034150202084949,0.7176707234855789,0.314255703277084,15,30,40
H,0.8,10,2,20,0.25,0.582578573527471,0.6921240818138975,0.10954550828642651,15,30,40
H,0.8,10,3,20,0.25,0.42634811451390475,0.6315448009580861,0.20519668644418132,15,30,40
H,0.8,10,4,20,0.25,0.4611032745661678,0.674015521861283,0.2129122472951152,15,30,40
H,0.8,10,5,20,0.25,0.4733128397330522,0.7170448922450087,0.24373205251195645,15,30,40
H,0.8,10,6,20,0.25,0.5021772870600331,0.6379091004888073,0.13573181342877427,15,30,40
H,0.8,10,7,20,0.25,0.47546120381892976,0.5575799582474598,0.08211875442853,15,30,40
H,0.8,10,8,20,0.25,0.4857981374856516,0.6094424841583267,0.1236443466726751,15,30,40
H,0.8,10,9,20,0.25,0.41864006120529845,0.6820028767784401,0.2633628155731416,15,30,40
H,0.8,10,10,20,0.25,0.5329112468235834,0.6871820457749567,0.1542707989513733,15,30,40
H,0.8,10,11,20,0.25,0.33703984872434745,0.6057012846559462,0.26866143593159875,15,30,40
H,0.8,10,12,20,0.25,0.5312324002154637,0.6065198803758096,0.07528748016034592,15,30,40
H,0.8,10,13,20,0.25,0.3973935128451277,0.7428664053456373,0.3454728925005096,15,30,40
H,0.8,10,14,20,0.25,0.48015489665531697,0.5921964006460007,0.11204150399068369,15,30,40
H,0.8,10,15,20,0.25,0.44539590054220035,0.606648515559432,0.16125261501723165,15,30,40
H,0.8,10,16,20,0.25,0.6074559580021188,0.6187166210474463,0.011260663045327468,15,30,40
H,0.8,10,17,20,0.25,0.38056368912831534,0.6606134342907733,0.280049745162458,15,30,40
H,0.8,10,18,20,0.25,0.5340132524647273,0.6316135348269173,0.09760028236218998,15,30,40
H,0.8,10,19,20,0.25,0.5163857475319767,0.6022457105917761,0.08585996305979937,15,30,40
H,0.8,10,20,20,0.25,0.48692461079394683,0.6191163029341694,0.13219169214022258,15,30,40
H,0.8,10,21,20,0.25,0.4794375714446194,0.7083633349806145,0.22892576353599514,15,30,40
H,0.8,10,22,20,0.25,0.39739598324505104,0.5858304126232393,0.18843442937818827,15,30,40
H,0.8,10,23,20,0.25,0.546079249502713,0.6704264821371742,0.12434723263446112,15,30,40
H,0.8,10,24,20,0.25,0.3159005561198782,0.543518347138937,0.22761779101905877,15,30,40
H,0.8,10,25,20,0.25,0.4776379609716216,0.7503956698613685,0.27275770888974693,15,30,40
H,0.8,10,26,20,0.25,0.5552373175029396,0.6263378702087851,0.07110055270584548,15,30,40
H,0.8,10,27,20,0.25,0.5408626437393961,0.7230007908041254,0.1821381470647293,15,30,40
H,0.8,10,28,20,0.25,0.5487140739896802,0.6237233068270808,0.07500923283740057,15,30,40
H,0.8,10,29,20,0.25,0.43667883682955355,0.6065805351321447,0.16990169830259116,15,30,40
H,0.8,10,30,20,0.25,0.47446638423182885,0.6962564817802149,0.22179009754838608,15,30,40
H,0.2,2,1,10,0.25,0.6081166080818139,0.581471927717162,-0.02664468036465184,15,30,40
H,0.2,2,2,10,0.25,0.43694077684342164,0.553773828419349,0.11683305157592733,15,30,40
H,0.2,2,3,10,0.25,0.485312533256203,0.5157618578529892,0.03044932459678623,15,30,40
H,0.2,2,4,10,0.25,0.46007624542772146,0.39654590274364376,-0.0635303426840777,15,30,40
H,0.2,2,5,10,0.25,0.512141576258983,0.5657664390868844,0.053624862827901354,15,30,40
H,0.2,2,6,10,0.25,0.552491480430252,0.6618664868501252,0.10937500641987319,15,30,40
H,0.2,2,7,10,0.25,0.5731393498828227,0.5897102694114806,0.016570919528657968,15,30,40
H,0.2,2,8,10,0.25,0.45415937833527303,0.5056441916501638,0.0514848133148908,15,30,40
H,0.2,2,9,10,0.25,0.5463827861604983,0.6747647478805061,0.12838196172000782,15,30,40
H,0.2,2,10,10,0.25,0.42291813749358714,0.4204584617681538,-0.002459675725433319,15,30,40
H,0.2,2,11,10,0.25,0.35658993540039996,0.5816764971437969,0.22508656174339692,15,30,40
H,0.2,2,12,10,0.25,0.4840775017129982,0.5549249969767649,0.07084749526376671,15,30,40
H,0.2,2,13,10,0.25,0.48033524255906185,0.4443711499459051,-0.03596409261315675,15,30,40
H,0.2,2,14,10,0.25,0.3834922174021545,0.5635051752400982,0.18001295783794374,15,30,40
H,0.2,2,15,10,0.25,0.4693439368527866,0.6389109207057181,0.1695669838529315,15,30,40
H,0.2,2,16,10,0.25,0.5563888665592747,0.48460401756704186,-0.07178484899223281,15,30,40
H,0.2,2,17,10,0.25,0.5503639319279666,0.6119230423862678,0.0615591104583012,15,30,40
