symbol,year,net_income,total_assets,ROA,employees,market_cap,sector_yf,founded,sector_gics,cik
CHD,2023,755600000.0,8569200000.0,0.08817625916071511,5550.0,22079127552,Consumer Defensive,1847,Consumer Staples,0000313927
CHD,2022,413900000.0,8345600000.0,0.049594996165644174,5550.0,22079127552,Consumer Defensive,1847,Consumer Staples,0000313927
CIEN,2025,123338000.0,5864667000.0,0.021030691086126457,8898.0,71570604032,Technology,1992,Information Technology,0000936395
CIEN,2024,83956000.0,5641337000.0,0.014882287656277226,8898.0,71570604032,Technology,1992,Information Technology,0000936395
CIEN,2023,254827000.0,5601495000.0,0.04549267650868206,8898.0,71570604032,Technology,1992,Information Technology,0000936395
CIEN,2022,152902000.0,5069632000.0,0.03016037455973136,8898.0,71570604032,Technology,1992,Information Technology,0000936395
CIEN,2021,,,,8898.0,71570604032,Technology,1992,Information Technology,0000936395
CI,2025,5957000000.0,157919000000.0,0.03772187007263217,65669.0,73911042048,Healthcare,1982,Health Care,0001739940
CI,2024,3434000000.0,155881000000.0,0.022029625162784432,65669.0,73911042048,Healthcare,1982,Health Care,0001739940
CI,2023,5164000000.0,152761000000.0,0.033804439614823156,65669.0,73911042048,Healthcare,1982,Health Care,0001739940
CI,2022,6704000000.0,143885000000.0,0.04659276505542621,65669.0,73911042048,Healthcare,1982,Health Care,0001739940
CINF,2025,2393000000.0,41002000000.0,0.058363006682600846,5705.0,25915527168,Financial Services,1950,Financials,0000020286
CINF,2024,2292000000.0,36501000000.0,0.06279280019725487,5705.0,25915527168,Financial Services,1950,Financials,0000020286
CINF,2023,1843000000.0,32769000000.0,0.0562421801092496,5705.0,25915527168,Financial Services,1950,Financials,0000020286
CINF,2022,-487000000.0,29732000000.0,-0.016379658280640388,5705.0,25915527168,Financial Services,1950,Financials,0000020286
CTAS,2025,1812281000.0,9825241000.0,0.18445155696435334,48300.0,70519349248,Industrials,1929,Industrials,0000723254
CTAS,2024,1571592000.0,9168817000.0,0.17140619122401504,48300.0,70519349248,Industrials,1929,Industrials,0000723254
CTAS,2023,1348010000.0,8546356000.0,0.15772921230990145,48300.0,70519349248,Industrials,1929,Industrials,0000723254
CTAS,2022,1235757000.0,8147256000.0,0.15167769369220754,48300.0,70519349248,Industrials,1929,Industrials,0000723254
CTAS,2021,,,,48300.0,70519349248,Industrials,1929,Industrials,0000723254
CSCO,2025,10180000000.0,122291000000.0,0.08324406538502424,86200.0,354413182976,Technology,1984,Information Technology,0000858877
CSCO,2024,10320000000.0,124413000000.0,0.08294953099756457,86200.0,354413182976,Technology,1984,Information Technology,0000858877
CSCO,2023,12613000000.0,101852000000.0,0.12383654714684052,86200.0,354413182976,Technology,1984,Information Technology,0000858877
CSCO,2022,11812000000.0,94002000000.0,0.12565690091700177,86200.0,354413182976,Technology,1984,Information Technology,0000858877
C,2025,14306000000.0,2657202000000.0,0.0053838586603502485,224000.0,230350323712,Financial Services,1998,Financials,0000831001
C,2024,12682000000.0,2352945000000.0,0.005389841241507982,224000.0,230350323712,Financial Services,1998,Financials,0000831001
C,2023,9228000000.0,2411834000000.0,0.0038261339710776113,224000.0,230350323712,Financial Services,1998,Financials,0000831001
C,2022,14845000000.0,2416676000000.0,0.006142734897023846,224000.0,230350323712,Financial Services,1998,Financials,0000831001
CFG,2025,1831000000.0,226351000000.0,0.008089206586231119,17380.0,27819341824,Financial Services,1828,Financials,0000759944
CFG,2024,1509000000.0,217521000000.0,0.006937261229950212,17380.0,27819341824,Financial Services,1828,Financials,0000759944
CFG,2023,1608000000.0,221964000000.0,0.007244418013731956,17380.0,27819341824,Financial Services,1828,Financials,0000759944
CFG,2022,2073000000.0,226733000000.0,0.00914291258881592,17380.0,27819341824,Financial Services,1828,Financials,0000759944
CFG,2021,,,,17380.0,27819341824,Financial Services,1828,Financials,0000759944
CLX,2025,810000000.0,5561000000.0,0.14565725588922857,7600.0,12150465536,Consumer Defensive,1913,Consumer Staples,0000021076
CLX,2024,280000000.0,5751000000.0,0.04868718483741958,7600.0,12150465536,Consumer Defensive,1913,Consumer Staples,0000021076
CLX,2023,149000000.0,5945000000.0,0.025063078216989068,7600.0,12150465536,Consumer Defensive,1913,Consumer Staples,0000021076
CLX,2022,462000000.0,6158000000.0,0.07502435855797336,7600.0,12150465536,Consumer Defensive,1913,Consumer Staples,0000021076
CLX,2021,,,,7600.0,12150465536,Consumer Defensive,1913,Consumer Staples,0000021076
CME,2025,4072200000.0,198424200000.0,0.020522698340222613,3875.0,103182622720,Financial Services,1848,Financials,0001156375
CME,2024,3525800000.0,137447000000.0,0.025652069524980538,3875.0,103182622720,Financial Services,1848,Financials,0001156375
CME,2023,3226200000.0,129706100000.0,0.024873155541643762,3875.0,103182622720,Financial Services,1848,Financials,0001156375
CME,2022,2691000000.0,174175700000.0,0.015449916377542906,3875.0,103182622720,Financial Services,1848,Financials,0001156375
CME,2021,,,,3875.0,103182622720,Financial Services,1848,Financials,0001156375
CMS,2025,1071000000.0,39941000000.0,0.02681455146340853,8350.0,23278387200,Utilities,1886,Utilities,0000811156
CMS,2024,1003000000.0,35920000000.0,0.027923162583518932,8350.0,23278387200,Utilities,1886,Utilities,0000811156
CMS,2023,887000000.0,33517000000.0,0.026464182355222722,8350.0,23278387200,Utilities,1886,Utilities,0000811156
CMS,2022,837000000.0,31353000000.0,0.026696009951200843,8350.0,23278387200,Utilities,1886,Utilities,0000811156
CMS,2021,,,,8350.0,23278387200,Utilities,1886,Utilities,0000811156
KO,2025,13107000000.0,104816000000.0,0.1250477026408182,65900.0,321520238592,Consumer Defensive,1886,Consumer Staples,0000021344
KO,2024,10631000000.0,100549000000.0,0.1057295447990532,65900.0,321520238592,Consumer Defensive,1886,Consumer Staples,0000021344
KO,2023,10714000000.0,97703000000.0,0.10965886410857395,65900.0,321520238592,Consumer Defensive,1886,Consumer Staples,0000021344
KO,2022,9542000000.0,92763000000.0,0.10286428856332805,65900.0,321520238592,Consumer Defensive,1886,Consumer Staples,0000021344
KO,2021,,,,65900.0,321520238592,Consumer Defensive,1886,Consumer Staples,0000021344
CTSH,2025,2230000000.0,20692000000.0,0.10777111927314904,351600.0,29175980032,Technology,1994,Information Technology,0001058290
CTSH,2024,2240000000.0,19966000000.0,0.11219072423119303,351600.0,29175980032,Technology,1994,Information Technology,0001058290
CTSH,2023,2126000000.0,18483000000.0,0.11502461721581994,351600.0,29175980032,Technology,1994,Information Technology,0001058290
CTSH,2022,2290000000.0,17852000000.0,0.12827694375980284,351600.0,29175980032,Technology,1994,Information Technology,0001058290
COHR,2025,49364000.0,14910936000.0,0.0033105902942645584,30216.0,64454389760,Technology,1971,Information Technology,0000820318
COHR,2024,-156154000.0,14488634000.0,-0.010777689601379951,30216.0,64454389760,Technology,1971,Information Technology,0000820318
COHR,2023,-259458000.0,13711133000.0,-0.018923162659132547,30216.0,64454389760,Technology,1971,Information Technology,0000820318
COHR,2022,234759000.0,7844846000.0,0.02992525283479115,30216.0,64454389760,Technology,1971,Information Technology,0000820318
COHR,2021,,,,30216.0,64454389760,Technology,1971,Information Technology,0000820318
COIN,2025,1260327000.0,29671832000.0,0.04247553706828753,4951.0,52839407616,Financial Services,2012,Financials,0001679788
COIN,2024,2579066000.0,22541951000.0,0.11441183595865327,4951.0,52839407616,Financial Services,2012,Financials,0001679788
COIN,2023,94871000.0,14753901000.0,0.006430231570619865,4951.0,52839407616,Financial Services,2012,Financials,0001679788
COIN,2022,-2624949000.0,89724873000.0,-0.02925553318977671,4951.0,52839407616,Financial Services,2012,Financials,0001679788
COIN,2021,,,,4951.0,52839407616,Financial Services,2012,Financials,0001679788
CL,2025,2132000000.0,16330000000.0,0.13055725658297612,33600.0,65636315136,Consumer Defensive,1806,Consumer Staples,0000021665
CL,2024,2889000000.0,16046000000.0,0.1800448709958868,33600.0,65636315136,Consumer Defensive,1806,Consumer Staples,0000021665
CL,2023,2300000000.0,16393000000.0,0.14030378820228145,33600.0,65636315136,Consumer Defensive,1806,Consumer Staples,0000021665
CL,2022,1785000000.0,15731000000.0,0.11347021804081114,33600.0,65636315136,Consumer Defensive,1806,Consumer Staples,0000021665
CL,2021,,,,33600.0,65636315136,Consumer Defensive,1806,Consumer Staples,0000021665
CMCSA,2025,19998000000.0,272631000000.0,0.07335189321830606,179000.0,105855131648,Communication Services,1963,Communication Services,0001166691
CMCSA,2024,16192000000.0,266211000000.0,0.0608239328953349,179000.0,105855131648,Communication Services,1963,Communication Services,0001166691
CMCSA,2023,15388000000.0,264811000000.0,0.058109368568526235,179000.0,105855131648,Communication Services,1963,Communication Services,0001166691
CMCSA,2022,5370000000.0,257275000000.0,0.020872607132445826,179000.0,105855131648,Communication Services,1963,Communication Services,0001166691
CMCSA,2021,,,,179000.0,105855131648,Communication Services,1963,Communication Services,0001166691
FIX,2025,1022558000.0,6441169000.0,0.15875348092869476,22700.0,58903592960,Industrials,1997,Industrials,0001035983
FIX,2024,522433000.0,4711088000.0,0.11089434117978691,22700.0,58903592960,Industrials,1997,Industrials,0001035983
FIX,2023,323398000.0,3305579000.0,0.09783399519418534,22700.0,58903592960,Industrials,1997,Industrials,0001035983
FIX,2022,245947000.0,2597478000.0,0.09468684624085363,22700.0,58903592960,Industrials,1997,Industrials,0001035983
CAG,2025,1152400000.0,20933900000.0,0.05504946522148286,18300.0,7018673152,Consumer Defensive,1919,Consumer Staples,0000023217
CAG,2024,347200000.0,20862300000.0,0.01664246032316667,18300.0,7018673152,Consumer Defensive,1919,Consumer Staples,0000023217
CAG,2023,683600000.0,22052600000.0,0.03099861240851419,18300.0,7018673152,Consumer Defensive,1919,Consumer Staples,0000023217
CAG,2022,888200000.0,22435100000.0,0.03958974998997107,18300.0,7018673152,Consumer Defensive,1919,Consumer Staples,0000023217
CAG,2021,,,,18300.0,7018673152,Consumer Defensive,1919,Consumer Staples,0000023217
COP,2025,7988000000.0,121939000000.0,0.06550816391802458,9900.0,146998509568,Energy,2002,Energy,0001163165
COP,2024,9245000000.0,122780000000.0,0.07529727968724548,9900.0,146998509568,Energy,2002,Energy,0001163165
COP,2023,10957000000.0,95924000000.0,0.11422584546098995,9900.0,146998509568,Energy,2002,Energy,0001163165
COP,2022,18680000000.0,93829000000.0,0.19908557055920878,9900.0,146998509568,Energy,2002,Energy,0001163165
COP,2021,,,,9900.0,146998509568,Energy,2002,Energy,0001163165
ED,2025,2023000000.0,74603000000.0,0.027116871975657816,15407.0,39859494912,Utilities,1823,Utilities,0001047862
ED,2024,1820000000.0,70562000000.0,0.02579291970182251,15407.0,39859494912,Utilities,1823,Utilities,0001047862
ED,2023,2519000000.0,66331000000.0,0.03797621021844989,15407.0,39859494912,Utilities,1823,Utilities,0001047862
ED,2022,1660000000.0,69065000000.0,0.024035329037862884,15407.0,39859494912,Utilities,1823,Utilities,0001047862
ED,2021,,,,15407.0,39859494912,Utilities,1823,Utilities,0001047862
STZ,2026,,,,,27324033024,Consumer Defensive,1945,Consumer Staples,0000016918
STZ,2025,-81400000.0,21652300000.0,-0.0037594158588233123,,27324033024,Consumer Defensive,1945,Consumer Staples,0000016918
STZ,2024,1727400000.0,25691700000.0,0.06723572204252735,,27324033024,Consumer Defensive,1945,Consumer Staples,0000016918
STZ,2023,-71000000.0,24662300000.0,-0.0028788880193655903,,27324033024,Consumer Defensive,1945,Consumer Staples,0000016918
STZ,2022,-40400000.0,25855800000.0,-0.0015625120862630434,,27324033024,Consumer Defensive,1945,Consumer Staples,0000016918
CEG,2025,2319000000.0,57249000000.0,0.04050725776869465,15291.0,100609228800,Utilities,1999,Utilities,0001868275
CEG,2024,3749000000.0,52926000000.0,0.07083475040622757,15291.0,100609228800,Utilities,1999,Utilities,0001868275
CEG,2023,1623000000.0,50758000000.0,0.03197525513219591,15291.0,100609228800,Utilities,1999,Utilities,0001868275
CEG,2022,-160000000.0,46909000000.0,-0.0034108593233707816,15291.0,100609228800,Utilities,1999,Utilities,0001868275
CEG,2021,,,,15291.0,100609228800,Utilities,1999,Utilities,0001868275
COO,2025,374900000.0,12394800000.0,0.030246555006938392,15000.0,13131199488,Healthcare,1958,Health Care,0000711404
COO,2024,392300000.0,12315200000.0,0.03185494348447447,15000.0,13131199488,Healthcare,1958,Health Care,0000711404
COO,2023,294200000.0,11658900000.0,0.025233941452452634,15000.0,13131199488,Healthcare,1958,Health Care,0000711404
COO,2022,385800000.0,11492300000.0,0.03357030359458072,15000.0,13131199488,Healthcare,1958,Health Care,0000711404
COO,2021,,,,15000.0,13131199488,Healthcare,1958,Health Care,0000711404
CPRT,2025,1552449000.0,10090902000.0,0.15384640540558217,13800.0,32660918272,Industrials,1982,Industrials,0000900075
CPRT,2024,1363020000.0,8427764000.0,0.16172973044807615,13800.0,32660918272,Industrials,1982,Industrials,0000900075
CPRT,2023,1237741000.0,6737879000.0,0.18369890584262497,13800.0,32660918272,Industrials,1982,Industrials,0000900075
CPRT,2022,1090130000.0,5308864000.0,0.20534148171812275,13800.0,32660918272,Industrials,1982,Industrials,0000900075
CPRT,2021,,,,13800.0,32660918272,Industrials,1982,Industrials,0000900075
GLW,2025,1596000000.0,30976000000.0,0.05152376033057851,67200.0,142124007424,Technology,1851,Information Technology,0000024741
GLW,2024,506000000.0,27735000000.0,0.018244095907697856,67200.0,142124007424,Technology,1851,Information Technology,0000024741
GLW,2023,581000000.0,28500000000.0,0.020385964912280702,67200.0,142124007424,Technology,1851,Information Technology,0000024741
GLW,2022,1316000000.0,29499000000.0,0.044611681751923794,67200.0,142124007424,Technology,1851,Information Technology,0000024741
GLW,2021,,,,67200.0,142124007424,Technology,1851,Information Technology,0000024741
CPAY,2025,1069826000.0,26408135000.0,0.040511228831570274,11800.0,22451832832,Technology,2000,Financials,0001175454
CPAY,2024,1003746000.0,17957031000.0,0.05589710236619851,11800.0,22451832832,Technology,2000,Financials,0001175454
CPAY,2023,981890000.0,15476252000.0,0.06344494778193066,11800.0,22451832832,Technology,2000,Financials,0001175454
CPAY,2022,954327000.0,14089260000.0,0.06773435936308933,11800.0,22451832832,Technology,2000,Financials,0001175454
CPAY,2021,,,,11800.0,22451832832,Technology,2000,Financials,0001175454
CTVA,2025,1094000000.0,42845000000.0,0.025533901272027076,21500.0,54037303296,Basic Materials,2019,Materials,0001755672
CTVA,2024,907000000.0,40825000000.0,0.022216778934476423,21500.0,54037303296,Basic Materials,2019,Materials,0001755672
CTVA,2023,735000000.0,42996000000.0,0.017094613452414177,21500.0,54037303296,Basic Materials,2019,Materials,0001755672
CTVA,2022,1147000000.0,42618000000.0,0.026913510723168613,21500.0,54037303296,Basic Materials,2019,Materials,0001755672
CSGP,2025,7000000.0,10538000000.0,0.0006642626684380338,8441.0,16490944512,Real Estate,1987,Real Estate,0001057352
CSGP,2024,139000000.0,9257000000.0,0.015015663821972561,8441.0,16490944512,Real Estate,1987,Real Estate,0001057352
CSGP,2023,375000000.0,8919700000.0,0.042041772705360046,8441.0,16490944512,Real Estate,1987,Real Estate,0001057352
CSGP,2022,369500000.0,8402500000.0,0.04397500743826242,8441.0,16490944512,Real Estate,1987,Real Estate,0001057352
CSGP,2021,,,,8441.0,16490944512,Real Estate,1987,Real Estate,0001057352
COST,2025,8099000000.0,77099000000.0,0.10504675806430692,341000.0,446448304128,Consumer Defensive,1976,Consumer Staples,0000909832
COST,2024,7367000000.0,69831000000.0,0.1054975583909725,341000.0,446448304128,Consumer Defensive,1976,Consumer Staples,0000909832
COST,2023,6292000000.0,68994000000.0,0.09119633591326783,341000.0,446448304128,Consumer Defensive,1976,Consumer Staples,0000909832
COST,2022,5844000000.0,64166000000.0,0.0910762709222953,341000.0,446448304128,Consumer Defensive,1976,Consumer Staples,0000909832
COST,2021,,,,341000.0,446448304128,Consumer Defensive,1976,Consumer Staples,0000909832
CTRA,2025,1717000000.0,24241000000.0,0.07083041128666309,1075.0,24185380864,Energy,2021 (1989),Energy,0000858470
CTRA,2024,1121000000.0,21625000000.0,0.051838150289017344,1075.0,24185380864,Energy,2021 (1989),Energy,0000858470
CTRA,2023,1625000000.0,20415000000.0,0.07959833455792309,1075.0,24185380864,Energy,2021 (1989),Energy,0000858470
CTRA,2022,4065000000.0,20154000000.0,0.2016969336111938,1075.0,24185380864,Energy,2021 (1989),Energy,0000858470
CTRA,2021,,,,1075.0,24185380864,Energy,2021 (1989),Energy,0000858470
CRH,2025,3730000000.0,58329000000.0,0.06394760753655986,83032.0,78420000768,Basic Materials,1970,Materials,0000849395
CRH,2024,3458000000.0,50613000000.0,0.06832236777112599,83032.0,78420000768,Basic Materials,1970,Materials,0000849395
CRH,2023,3154000000.0,47469000000.0,0.06644336303692937,83032.0,78420000768,Basic Materials,1970,Materials,0000849395
CRH,2022,3862000000.0,45319000000.0,0.08521812043513759,83032.0,78420000768,Basic Materials,1970,Materials,0000849395
CRH,2021,,,,83032.0,78420000768,Basic Materials,1970,Materials,0000849395
CRWD,2026,-162502000.0,11086684000.0,-0.014657403421979015,10698.0,114027429888,Technology,2011,Information Technology,0001535527
CRWD,2025,-15241000.0,8701578000.0,-0.0017515213907178676,10698.0,114027429888,Technology,2011,Information Technology,0001535527
CRWD,2024,72181000.0,6646520000.0,0.010859968825791542,10698.0,114027429888,Technology,2011,Information Technology,0001535527
CRWD,2023,-183245000.0,5026540000.0,-0.03645549423659217,10698.0,114027429888,Technology,2011,Information Technology,0001535527
CRWD,2022,,,,10698.0,114027429888,Technology,2011,Information Technology,0001535527
CCI,2025,444000000.0,31518000000.0,0.0140871882733676,1500.0,37056315392,Real Estate,1994,Real Estate,0001051470
CCI,2024,-3903000000.0,32736000000.0,-0.11922653958944282,1500.0,37056315392,Real Estate,1994,Real Estate,0001051470
CCI,2023,1502000000.0,38527000000.0,0.03898564642977652,1500.0,37056315392,Real Estate,1994,Real Estate,0001051470
CCI,2022,1675000000.0,38921000000.0,0.04303589321959867,1500.0,37056315392,Real Estate,1994,Real Estate,0001051470
CCI,2021,,,,1500.0,37056315392,Real Estate,1994,Real Estate,0001051470
CSX,2025,2889000000.0,43682000000.0,0.06613708163545626,23000.0,80667893760,Industrials,1980,Industrials,0000277948
CSX,2024,3470000000.0,42764000000.0,0.08114301749134786,23000.0,80667893760,Industrials,1980,Industrials,0000277948
CSX,2023,3668000000.0,42212000000.0,0.08689472188003411,23000.0,80667893760,Industrials,1980,Industrials,0000277948
CSX,2022,4114000000.0,41912000000.0,0.09815804542851689,23000.0,80667893760,Industrials,1980,Industrials,0000277948
CSX,2021,,,,23000.0,80667893760,Industrials,1980,Industrials,0000277948
CMI,2025,2843000000.0,33992000000.0,0.08363732642974818,67400.0,88345108480,Industrials,1919,Industrials,0000026172
CMI,2024,3946000000.0,31540000000.0,0.12511097019657577,67400.0,88345108480,Industrials,1919,Industrials,0000026172
CMI,2023,735000000.0,32005000000.0,0.022965161693485392,67400.0,88345108480,Industrials,1919,Industrials,0000026172
CMI,2022,2151000000.0,30299000000.0,0.07099244199478531,67400.0,88345108480,Industrials,1919,Industrials,0000026172
CMI,2021,,,,67400.0,88345108480,Industrials,1919,Industrials,0000026172
CVS,2025,1768000000.0,253538000000.0,0.006973313665012739,219000.0,99144916992,Healthcare,1996,Health Care,0000064803
CVS,2024,4614000000.0,253215000000.0,0.01822166933238552,219000.0,99144916992,Healthcare,1996,Health Care,0000064803
CVS,2023,8344000000.0,249728000000.0,0.03341235263967196,219000.0,99144916992,Healthcare,1996,Health Care,0000064803
CVS,2022,4311000000.0,228275000000.0,0.018885116635636842,219000.0,99144916992,Healthcare,1996,Health Care,0000064803
CVS,2021,,,,219000.0,99144916992,Healthcare,1996,Health Care,0000064803
DHR,2025,3614000000.0,83464000000.0,0.043300105434678424,58000.0,137689694208,Healthcare,1969,Health Care,0000313616
DHR,2024,3899000000.0,77542000000.0,0.05028242758762993,58000.0,137689694208,Healthcare,1969,Health Care,0000313616
DHR,2023,4764000000.0,84488000000.0,0.05638670580437458,58000.0,137689694208,Healthcare,1969,Health Care,0000313616
DHR,2022,7209000000.0,84350000000.0,0.08546532305868405,58000.0,137689694208,Healthcare,1969,Health Care,0000313616
DHR,2021,,,,58000.0,137689694208,Healthcare,1969,Health Care,0000313616
DRI,2025,1049600000.0,12587000000.0,0.08338762214983714,197924.0,22676674560,Consumer Cyclical,1938,Consumer Discretionary,0000940944
DRI,2024,1027600000.0,11323000000.0,0.09075333392210545,197924.0,22676674560,Consumer Cyclical,1938,Consumer Discretionary,0000940944
DRI,2023,981900000.0,10241500000.0,0.09587462774007714,197924.0,22676674560,Consumer Cyclical,1938,Consumer Discretionary,0000940944
DRI,2022,952800000.0,10135800000.0,0.09400343337477061,197924.0,22676674560,Consumer Cyclical,1938,Consumer Discretionary,0000940944
DRI,2021,,,,197924.0,22676674560,Consumer Cyclical,1938,Consumer Discretionary,0000940944
DDOG,2025,107741000.0,6643844000.0,0.01621666613484603,8100.0,45749436416,Technology,2010,Information Technology,0001561550
DDOG,2024,183746000.0,5785339000.0,0.03176062802888474,8100.0,45749436416,Technology,2010,Information Technology,0001561550
DDOG,2023,48568000.0,3936072000.0,0.012339205177141068,8100.0,45749436416,Technology,2010,Information Technology,0001561550
DDOG,2022,-50160000.0,3004852000.0,-0.016693001851671895,8100.0,45749436416,Technology,2010,Information Technology,0001561550
DVA,2025,746803000.0,17480103000.0,0.04272303200959399,78000.0,10020664320,Healthcare,1979,Health Care,0000927066
DVA,2024,936342000.0,17285268000.0,0.05416994402400935,78000.0,10020664320,Healthcare,1979,Health Care,0000927066
DVA,2023,691535000.0,16893578000.0,0.040934785987906175,78000.0,10020664320,Healthcare,1979,Health Care,0000927066
DVA,2022,560400000.0,16928252000.0,0.03310442212226047,78000.0,10020664320,Healthcare,1979,Health Care,0000927066
DVA,2021,,,,78000.0,10020664320,Healthcare,1979,Health Care,0000927066
DECK,2025,966091000.0,3570252000.0,0.2705946246931589,5500.0,16056708096,Consumer Cyclical,1973,Consumer Discretionary,0000910521
DECK,2024,759563000.0,3135579000.0,0.2422401094024421,5500.0,16056708096,Consumer Cyclical,1973,Consumer Discretionary,0000910521
DECK,2023,516822000.0,2556203000.0,0.20218347290884175,5500.0,16056708096,Consumer Cyclical,1973,Consumer Discretionary,0000910521
DECK,2022,451949000.0,2332250000.0,0.1937823989709508,5500.0,16056708096,Consumer Cyclical,1973,Consumer Discretionary,0000910521
DE,2025,5027000000.0,105996000000.0,0.04742631797426318,73100.0,158634016768,Industrials,1837,Industrials,0000315189
DE,2024,7100000000.0,107320000000.0,0.06615728661945583,73100.0,158634016768,Industrials,1837,Industrials,0000315189
DE,2023,10166000000.0,104087000000.0,0.09766829671332636,73100.0,158634016768,Industrials,1837,Industrials,0000315189
DE,2022,7131000000.0,90030000000.0,0.07920693102299234,73100.0,158634016768,Industrials,1837,Industrials,0000315189
DE,2021,,,,73100.0,158634016768,Industrials,1837,Industrials,0000315189
DELL,2026,5936000000.0,101286000000.0,0.05860632269020398,97000.0,138074079232,Technology,2016,Information Technology,0001571996
DELL,2025,4592000000.0,79746000000.0,0.057582825470870014,97000.0,138074079232,Technology,2016,Information Technology,0001571996
DELL,2024,3388000000.0,82126000000.0,0.041253683364586125,97000.0,138074079232,Technology,2016,Information Technology,0001571996
DELL,2023,2442000000.0,89611000000.0,0.02725111872426376,97000.0,138074079232,Technology,2016,Information Technology,0001571996
DELL,2022,,,,97000.0,138074079232,Technology,2016,Information Technology,0001571996
DAL,2025,5005000000.0,81317000000.0,0.06154924554521195,103000.0,46134128640,Industrials,1929,Industrials,0000027904
DAL,2024,3457000000.0,75372000000.0,0.04586583877301916,103000.0,46134128640,Industrials,1929,Industrials,0000027904
DAL,2023,4609000000.0,73644000000.0,0.0625848677421107,103000.0,46134128640,Industrials,1929,Industrials,0000027904
DAL,2022,1318000000.0,72288000000.0,0.01823262505533422,103000.0,46134128640,Industrials,1929,Industrials,0000027904
DAL,2021,,,,103000.0,46134128640,Industrials,1929,Industrials,0000027904
DVN,2025,2642000000.0,31599000000.0,0.08361024083040602,2200.0,28338354176,Energy,1971,Energy,0001090012
DVN,2024,2891000000.0,30489000000.0,0.09482108301354587,2200.0,28338354176,Energy,1971,Energy,0001090012
DVN,2023,3747000000.0,24490000000.0,0.15300122498979174,2200.0,28338354176,Energy,1971,Energy,0001090012
DVN,2022,6015000000.0,23721000000.0,0.25357278360945995,2200.0,28338354176,Energy,1971,Energy,0001090012
DVN,2021,,,,2200.0,28338354176,Energy,1971,Energy,0001090012
