cik,symbol,sector,sub_industry,date,year,accession,primary_doc,path,doc_wordcount,n_exec_officers,flat,tau_raw,K_rd,rd_reported,rev_reported,keywords_total
0000021076,CLX,Consumer Staples,Household Products,2025-08-08,2025,0000021076-25-000039,clx-20250630.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000021076\000002107625000039\clx-20250630.htm,25214,0,,14.674387245181249,,,7100.0,37
0000021076,CLX,Consumer Staples,Household Products,2024-08-08,2024,0000021076-24-000030,clx-20240630.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000021076\000002107624000030\clx-20240630.htm,26810,0,,15.66579634464752,,,7.1,42
0000021076,CLX,Consumer Staples,Household Products,2023-08-10,2023,0000021076-23-000037,clx-20230630.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000021076\000002107623000037\clx-20230630.htm,25755,0,,11.648223645894001,,,7400.0,30
0000021076,CLX,Consumer Staples,Household Products,2022-08-10,2022,0000021076-22-000026,clx-20220630.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000021076\000002107622000026\clx-20220630.htm,25395,0,,11.025792478834417,,,7100.0,28
0000021076,CLX,Consumer Staples,Household Products,2021-08-10,2021,0000021076-21-000016,clx-20210630.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000021076\000002107621000016\clx-20210630.htm,24047,0,,11.228011810205015,,,7300.0,27
0000021076,CLX,Consumer Staples,Household Products,2020-08-13,2020,0000021076-20-000016,clx-20200630.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000021076\000002107620000016\clx-20200630.htm,25122,0,,9.155322028500915,,,6700.0,23
0001156375,CME,Financials,Financial Exchanges & Data,2026-02-26,2026,0001156375-26-000009,cme-20251231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001156375\000115637526000009\cme-20251231.htm,63118,0,,19.328876073386358,,,6520.6,122
0001156375,CME,Financials,Financial Exchanges & Data,2025-02-27,2025,0001156375-25-000021,cme-20241231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001156375\000115637525000021\cme-20241231.htm,57897,0,,20.03558042731057,,,6130.1,116
0001156375,CME,Financials,Financial Exchanges & Data,2024-02-28,2024,0001156375-24-000010,cme-20231231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001156375\000115637524000010\cme-20231231.htm,56624,5,0.16666666666666666,18.366770274088726,,,5578.9,104
0001156375,CME,Financials,Financial Exchanges & Data,2023-02-27,2023,0001156375-23-000020,cme-20221231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001156375\000115637523000020\cme-20221231.htm,56279,6,0.14285714285714285,16.169441532365536,,,5019.4,91
0001156375,CME,Financials,Financial Exchanges & Data,2022-02-25,2022,0001156375-22-000076,cme-20211231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001156375\000115637522000076\cme-20211231.htm,56352,6,0.14285714285714285,15.971039182282793,,,4689.7,90
0001156375,CME,Financials,Financial Exchanges & Data,2021-02-26,2021,0001156375-21-000020,cme-20201231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001156375\000115637521000020\cme-20201231.htm,56949,0,,16.33040088500237,,,4883.6,93
0000811156,CMS,Utilities,Multi-Utilities,2026-02-10,2026,0000811156-26-000004,cms-20251231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000811156\000081115626000004\cms-20251231.htm,83423,0,,20.138331155676493,,,,168
0000811156,CMS,Utilities,Multi-Utilities,2025-02-11,2025,0000811156-25-000036,cms-20241231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000811156\000081115625000036\cms-20241231.htm,79890,0,,20.778570534484917,,,,166
0000811156,CMS,Utilities,Multi-Utilities,2024-02-08,2024,0000811156-24-000044,cms-20231231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000811156\000081115624000044\cms-20231231.htm,77516,0,,19.35084369678518,,,,150
0000811156,CMS,Utilities,Multi-Utilities,2023-02-09,2023,0000811156-23-000014,cms-20221231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000811156\000081115623000014\cms-20221231.htm,77315,1,0.5,18.62510508956865,,,,144
0000811156,CMS,Utilities,Multi-Utilities,2022-02-10,2022,0000811156-22-000048,cms-20211231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000811156\000081115622000048\cms-20211231.htm,78579,1,0.5,19.725371918706017,,,,155
0000811156,CMS,Utilities,Multi-Utilities,2021-02-11,2021,0000811156-21-000016,cms-20201231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000811156\000081115621000016\cms-20201231.htm,81386,1,0.5,20.150885901752144,,,,164
0000021344,KO,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,2026-02-20,2026,0001628280-26-010047,ko-20251231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000021344\000162828026010047\ko-20251231.htm,96211,0,,9.770192597520033,,,,94
0000021344,KO,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,2025-02-20,2025,0000021344-25-000011,ko-20241231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000021344\000002134425000011\ko-20241231.htm,96617,0,,8.694122152416242,,,,84
0000021344,KO,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,2024-02-20,2024,0000021344-24-000009,ko-20231231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000021344\000002134424000009\ko-20231231.htm,96576,0,,8.490722332670643,,,,82
0000021344,KO,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,2023-02-21,2023,0000021344-23-000011,ko-20221231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000021344\000002134423000011\ko-20221231.htm,97576,0,,8.711158481593834,,,,85
0000021344,KO,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,2022-02-22,2022,0000021344-22-000009,ko-20211231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000021344\000002134422000009\ko-20211231.htm,98562,0,,8.725472291552524,,,,86
0000021344,KO,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,2021-02-25,2021,0000021344-21-000008,ko-20201231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000021344\000002134421000008\ko-20201231.htm,103285,0,,8.713753207145277,,,,90
0001058290,CTSH,Information Technology,IT Consulting & Other Services,2026-02-12,2026,0001058290-26-000008,ctsh-20251231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001058290\000105829026000008\ctsh-20251231.htm,52032,0,,21.333025830258304,,,1372.0,111
0001058290,CTSH,Information Technology,IT Consulting & Other Services,2025-02-12,2025,0001058290-25-000017,ctsh-20241231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001058290\000105829025000017\ctsh-20241231.htm,52249,0,,19.330513502650767,,,383.0,101
0001058290,CTSH,Information Technology,IT Consulting & Other Services,2024-02-14,2024,0001058290-24-000017,ctsh-20231231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001058290\000105829024000017\ctsh-20231231.htm,52741,0,,19.33979257124438,,,,102
0001058290,CTSH,Information Technology,IT Consulting & Other Services,2023-02-15,2023,0001058290-23-000027,ctsh-20221231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001058290\000105829023000027\ctsh-20221231.htm,51378,0,,19.46358363501888,,,921.0,100
0001058290,CTSH,Information Technology,IT Consulting & Other Services,2022-02-16,2022,0001058290-22-000023,ctsh-20211231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001058290\000105829022000023\ctsh-20211231.htm,51224,0,,15.422458222708105,,,1855.0,79
0000820318,COHR,Information Technology,Electronic Components,2025-08-15,2025,0000820318-25-000014,iivi-20250630.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000820318\000082031825000014\iivi-20250630.htm,59235,0,,18.06364480459188,,,5810.0,107
0000820318,COHR,Information Technology,Electronic Components,2024-08-16,2024,0000820318-24-000016,iivi-20240630.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000820318\000082031824000016\iivi-20240630.htm,69037,0,,18.10623288960992,,,4708.0,125
0000820318,COHR,Information Technology,Electronic Components,2023-08-18,2023,0000820318-23-000016,iivi-20230630.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000820318\000082031823000016\iivi-20230630.htm,68958,0,,16.96684938658314,,,5160.0,117
0000820318,COHR,Information Technology,Electronic Components,2022-08-29,2022,0000820318-22-000019,iivi-20220630.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000820318\000082031822000019\iivi-20220630.htm,67015,0,,14.922032380810265,,,3317.0,100
0000820318,COHR,Information Technology,Electronic Components,2021-08-20,2021,0000820318-21-000017,iivi-20210630.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000820318\000082031821000017\iivi-20210630.htm,70376,0,,15.061952938501763,,,3105891.0,106
0000820318,COHR,Information Technology,Electronic Components,2020-08-26,2020,0000820318-20-000023,iivi-20200630.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000820318\000082031820000023\iivi-20200630.htm,59557,0,,14.104135534026227,,,2380071.0,84
0001679788,COIN,Financials,Financial Exchanges & Data,2026-02-12,2026,0001679788-26-000015,coin-20251231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001679788\000167978826000015\coin-20251231.htm,100076,0,,13.78951996482673,,,6900.0,138
0001679788,COIN,Financials,Financial Exchanges & Data,2025-02-13,2025,0001679788-25-000022,coin-20241231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001679788\000167978825000022\coin-20241231.htm,105655,0,,12.11490227627656,,,6300.0,128
0001679788,COIN,Financials,Financial Exchanges & Data,2024-02-15,2024,0001679788-24-000022,coin-20231231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001679788\000167978824000022\coin-20231231.htm,108656,0,,12.148431747901634,,,2900.0,132
0001679788,COIN,Financials,Financial Exchanges & Data,2023-02-21,2023,0001679788-23-000031,coin-20221231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001679788\000167978823000031\coin-20221231.htm,100871,0,,11.400699903837575,,,3100.0,115
0001679788,COIN,Financials,Financial Exchanges & Data,2022-02-25,2022,0001679788-22-000031,coin-20211231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001679788\000167978822000031\coin-20211231.htm,92993,0,,11.6137773810932,,,3600.0,108
0000021665,CL,Consumer Staples,Household Products,2026-02-23,2026,0000021665-26-000006,cl-20251231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000021665\000002166526000006\cl-20251231.htm,53992,0,,14.261372055119276,,,20382.0,77
0000021665,CL,Consumer Staples,Household Products,2025-02-13,2025,0000021665-25-000008,cl-20241231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000021665\000002166525000008\cl-20241231.htm,54363,0,,14.89983996468186,,,20101.0,81
0000021665,CL,Consumer Staples,Household Products,2024-02-15,2024,0000021665-24-000003,cl-20231231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000021665\000002166524000003\cl-20231231.htm,56216,0,,13.875053365589867,,,19457.0,78
0000021665,CL,Consumer Staples,Household Products,2023-02-16,2023,0000021665-23-000007,cl-20221231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000021665\000002166523000007\cl-20221231.htm,55225,0,,12.675418741511995,,,17967.0,70
0000021665,CL,Consumer Staples,Household Products,2022-02-17,2022,0000021665-22-000003,cl-20211231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000021665\000002166522000003\cl-20211231.htm,53820,0,,12.820512820512821,,,17421.0,69
0000021665,CL,Consumer Staples,Household Products,2021-02-18,2021,0000021665-21-000007,cl-20201231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000021665\000002166521000007\cl-20201231.htm,58815,0,,11.051602482359943,,,16471.0,65
0001166691,CMCSA,Communication Services,Cable & Satellite,2026-02-03,2026,0001628280-26-004994,cmcsa-20251231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001166691\000162828026004994\cmcsa-20251231.htm,61981,0,,15.972636775786128,,,70704.0,99
0001166691,CMCSA,Communication Services,Cable & Satellite,2025-01-31,2025,0001166691-25-000011,cmcsa-20241231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001166691\000116669125000011\cmcsa-20241231.htm,59889,0,,16.86453271886323,,,71574.0,101
0001166691,CMCSA,Communication Services,Cable & Satellite,2024-01-31,2024,0001166691-24-000011,cmcsa-20231231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001166691\000116669124000011\cmcsa-20231231.htm,62840,0,,14.799490770210058,,,71946.0,93
0001166691,CMCSA,Communication Services,Cable & Satellite,2023-02-03,2023,0001166691-23-000010,cmcsa-20221231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001166691\000116669123000010\cmcsa-20221231.htm,64001,0,,14.062280276870673,,,66318.0,90
0001166691,CMCSA,Communication Services,Cable & Satellite,2022-02-02,2022,0001166691-22-000009,cmcsa-20211231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001166691\000116669122000009\cmcsa-20211231.htm,64802,0,,14.19709268232462,,,64328.0,92
0001166691,CMCSA,Communication Services,Cable & Satellite,2021-02-04,2021,0001166691-21-000008,cmcsa-20201231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001166691\000116669121000008\cmcsa-20201231.htm,68046,0,,17.341210357699204,,,60051.0,118
0001035983,FIX,Industrials,Construction & Engineering,2026-02-19,2026,0001104659-26-017530,fix-20251231x10k.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001035983\000110465926017530\fix-20251231x10k.htm,50802,0,,15.747411519231527,,,,80
0001035983,FIX,Industrials,Construction & Engineering,2025-02-20,2025,0001558370-25-001222,fix-20241231x10k.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001035983\000155837025001222\fix-20241231x10k.htm,51558,0,,14.546724077737693,,,,75
0001035983,FIX,Industrials,Construction & Engineering,2024-02-22,2024,0001558370-24-001529,fix-20231231x10k.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001035983\000155837024001529\fix-20231231x10k.htm,50561,0,,13.646881984137973,,,,69
0001035983,FIX,Industrials,Construction & Engineering,2023-02-22,2023,0001558370-23-001757,fix-20221231x10k.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001035983\000155837023001757\fix-20221231x10k.htm,49592,0,,14.518470721084046,,,,72
0001035983,FIX,Industrials,Construction & Engineering,2022-02-23,2022,0001558370-22-001753,fix-20211231x10k.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001035983\000155837022001753\fix-20211231x10k.htm,54217,0,,13.09552354427578,,,,71
0001035983,FIX,Industrials,Construction & Engineering,2021-02-25,2021,0001558370-21-001828,fix-20201231x10k.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001035983\000155837021001828\fix-20201231x10k.htm,54953,0,,12.556184375739267,,,,69
0000023217,CAG,Consumer Staples,Packaged Foods & Meats,2025-07-10,2025,0001558370-25-009180,tmb-20250525x10k.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000023217\000155837025009180\tmb-20250525x10k.htm,57114,0,,15.057604090065484,,,11612.8,86
0000023217,CAG,Consumer Staples,Packaged Foods & Meats,2024-07-11,2024,0001558370-24-009764,tmb-20240526x10k.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000023217\000155837024009764\tmb-20240526x10k.htm,54947,0,,13.285529692248893,,,12050.9,73
0000023217,CAG,Consumer Staples,Packaged Foods & Meats,2023-07-13,2023,0001437749-23-019879,cag20230206_10k.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000023217\000143774923019879\cag20230206_10k.htm,53681,0,,12.853709878728043,,,12277.0,69
0000023217,CAG,Consumer Staples,Packaged Foods & Meats,2022-07-21,2022,0001437749-22-017530,cag20220209_10k.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000023217\000143774922017530\cag20220209_10k.htm,59139,0,,11.329241279020613,,,11535.9,67
0000023217,CAG,Consumer Staples,Packaged Foods & Meats,2021-07-23,2021,0001564590-21-037738,cag-10k_20210530.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000023217\000156459021037738\cag-10k_20210530.htm,60959,0,,16.240423891468037,,,11184.7,99
0000023217,CAG,Consumer Staples,Packaged Foods & Meats,2020-07-24,2020,0001564590-20-033366,cag-10k_20200531.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000023217\000156459020033366\cag-10k_20200531.htm,70600,0,,12.322946175637394,,,11050.0,87
0001163165,COP,Energy,Oil & Gas Exploration & Production,2026-02-17,2026,0001163165-26-000009,cop-20251231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001163165\000116316526000009\cop-20251231.htm,79517,0,,20.624520542777013,,,502.0,164
0001163165,COP,Energy,Oil & Gas Exploration & Production,2025-02-18,2025,0001163165-25-000012,cop-20241231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001163165\000116316525000012\cop-20241231.htm,85230,0,,20.532676287692126,,,415.0,175
0001163165,COP,Energy,Oil & Gas Exploration & Production,2024-02-15,2024,0001163165-24-000010,cop-20231231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001163165\000116316524000010\cop-20231231.htm,84114,0,,21.993960577311743,,,1373.0,185
0001163165,COP,Energy,Oil & Gas Exploration & Production,2023-02-16,2023,0001163165-23-000006,cop-20221231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001163165\000116316523000006\cop-20221231.htm,85149,1,0.5,22.431267542777952,,,6568.0,191
0001163165,COP,Energy,Oil & Gas Exploration & Production,2022-02-17,2022,0001562762-22-000031,cop10k2021.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001163165\000156276222000031\cop10k2021.htm,90371,1,0.5,23.680162884111056,,,4224.0,214
0001163165,COP,Energy,Oil & Gas Exploration & Production,2021-02-16,2021,0001562762-21-000027,cop10k2020.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001163165\000156276221000027\cop10k2020.htm,94371,1,0.5,18.014008540759345,,,2360.0,170
0001047862,ED,Utilities,Multi-Utilities,2026-02-19,2026,0001047862-26-000031,ed-20251231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001047862\000104786226000031\ed-20251231.htm,108856,0,,20.21018593371059,,,,220
0001047862,ED,Utilities,Multi-Utilities,2025-02-20,2025,0001047862-25-000011,ed-20241231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001047862\000104786225000011\ed-20241231.htm,112104,0,,20.516663098551344,,,,230
0001047862,ED,Utilities,Multi-Utilities,2024-02-15,2024,0001047862-24-000012,ed-20231231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001047862\000104786224000012\ed-20231231.htm,113639,0,,18.039581481709625,,,,205
0001047862,ED,Utilities,Multi-Utilities,2023-02-16,2023,0001047862-23-000038,ed-20221231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001047862\000104786223000038\ed-20221231.htm,126868,0,,14.818551565406564,,,,188
0001047862,ED,Utilities,Multi-Utilities,2022-02-17,2022,0001047862-22-000039,ed-20211231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001047862\000104786222000039\ed-20211231.htm,121867,0,,16.00105032535469,,,,195
0001047862,ED,Utilities,Multi-Utilities,2021-02-18,2021,0001047862-21-000049,ed-20201231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001047862\000104786221000049\ed-20201231.htm,117011,0,,16.152327558947448,,,,189
0000016918,STZ,Consumer Staples,Distillers & Vintners,2025-04-23,2025,0000016918-25-000022,stz-20250228.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000016918\000001691825000022\stz-20250228.htm,67931,2,0.3333333333333333,14.131986869028868,,,10208.7,96
0000016918,STZ,Consumer Staples,Distillers & Vintners,2024-04-23,2024,0000016918-24-000054,stz-20240229.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000016918\000001691824000054\stz-20240229.htm,67023,0,,14.174238694179609,,,9961.8,95
0000016918,STZ,Consumer Staples,Distillers & Vintners,2023-04-20,2023,0000016918-23-000045,stz-20230228.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000016918\000001691823000045\stz-20230228.htm,76356,0,,12.703651317512703,,,9452.6,97
0000016918,STZ,Consumer Staples,Distillers & Vintners,2022-04-21,2022,0000016918-22-000069,stz-20220228.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000016918\000001691822000069\stz-20220228.htm,73268,0,,11.737729977616421,,,8820.7,86
0000016918,STZ,Consumer Staples,Distillers & Vintners,2021-04-20,2021,0000016918-21-000060,stz-20210228.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000016918\000001691821000060\stz-20210228.htm,74088,0,,11.742792355037253,,,8614.9,87
0000016918,STZ,Consumer Staples,Distillers & Vintners,2020-04-21,2020,0000016918-20-000078,stz229202010k.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000016918\000001691820000078\stz229202010k.htm,76740,0,,9.51264008339849,,,1176000000.0,73
0001868275,CEG,Utilities,Electric Utilities,2026-02-24,2026,0001868275-26-000032,ceg-20251231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001868275\000186827526000032\ceg-20251231.htm,97996,1,0.5,12.551532715621045,,,,123
0001868275,CEG,Utilities,Electric Utilities,2025-02-18,2025,0001868275-25-000023,ceg-20241231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001868275\000186827525000023\ceg-20241231.htm,99354,1,0.5,12.581275036737322,,,,125
0001868275,CEG,Utilities,Electric Utilities,2024-02-27,2024,0001868275-24-000014,ceg-20231231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001868275\000186827524000014\ceg-20231231.htm,104302,1,0.5,12.463807021917127,,,,130
0001868275,CEG,Utilities,Electric Utilities,2023-02-16,2023,0001868275-23-000014,ceg-20221231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001868275\000186827523000014\ceg-20221231.htm,106597,1,0.5,12.195465163184705,,,,130
0001868275,CEG,Utilities,Electric Utilities,2022-02-25,2022,0001868275-22-000020,ceg-20211231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001868275\000186827522000020\ceg-20211231.htm,114799,0,,10.714379045113633,,,,123
0000711404,COO,Health Care,Health Care Supplies,2025-12-05,2025,0001628280-25-055615,coo-20251031.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000711404\000162828025055615\coo-20251031.htm,54560,0,,7.881231671554252,0.0850790513833992,172.2,2024.0,43
0000711404,COO,Health Care,Health Care Supplies,2024-12-06,2024,0000711404-24-000074,coo-20241031.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000711404\000071140424000074\coo-20241031.htm,54249,0,,8.110748585227377,0.07666831438457736,155.1,2023.0,44
0000711404,COO,Health Care,Health Care Supplies,2023-12-08,2023,0000711404-23-000072,coo-20231031.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000711404\000071140423000072\coo-20231031.htm,54019,0,,8.330402265869417,0.06795252225519288,137.4,2022.0,45
0000711404,COO,Health Care,Health Care Supplies,2022-12-09,2022,0000711404-22-000053,coo-20221031.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000711404\000071140422000053\coo-20221031.htm,66030,0,,7.572315614114796,0.05457694210786739,110.3,2021.0,50
0000711404,COO,Health Care,Health Care Supplies,2021-12-10,2021,0000711404-21-000038,coo-20211031.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000711404\000071140421000038\coo-20211031.htm,72244,0,,7.197829577542771,0.03,3.0,100.0,52
0000711404,COO,Health Care,Health Care Supplies,2020-12-11,2020,0000711404-20-000042,coo20201031-10k.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000711404\000071140420000042\coo20201031-10k.htm,67203,0,,7.2913411603648655,0.001645481097535892,4.0,2430.9,49
0000900075,CPRT,Industrials,Diversified Support Services,2025-09-26,2025,0001628280-25-042946,cprt-20250731.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000900075\000162828025042946\cprt-20250731.htm,48106,1,0.5,17.25356504386147,,,,83
0000900075,CPRT,Industrials,Diversified Support Services,2024-09-30,2024,0000900075-24-000024,cprt-20240731.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000900075\000090007524000024\cprt-20240731.htm,48813,0,,16.798803597402333,,,,82
0000900075,CPRT,Industrials,Diversified Support Services,2023-09-28,2023,0000900075-23-000034,cprt-20230731.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000900075\000090007523000034\cprt-20230731.htm,48559,0,,15.033258510265862,,,,73
0000900075,CPRT,Industrials,Diversified Support Services,2022-09-27,2022,0000900075-22-000050,cprt-20220731.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000900075\000090007522000050\cprt-20220731.htm,50034,0,,15.589399208538195,,,,78
0000900075,CPRT,Industrials,Diversified Support Services,2021-09-27,2021,0000900075-21-000022,cprt-20210731.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000900075\000090007521000022\cprt-20210731.htm,52697,0,,15.940186348368977,,,,84
0000900075,CPRT,Industrials,Diversified Support Services,2020-09-28,2020,0000900075-20-000021,cprt-20200731.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000900075\000090007520000021\cprt-20200731.htm,57911,0,,15.886446443680821,,,554424.0,92
